CD_NOM,Nb Obs Total,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Bretagne,Centre-Val de Loire,Corse,Façade Atlantique,Façade Manche,Façade Méditerranée,Grand Est,Hauts-de-France,Normandie,Nouvelle-Aquitaine,Occitanie,Pays de la Loire,Provence-Alpes-Côte d'Azur,Île-de-France
198441,723,147,32,21,28,0,0,0,1,161,32,24,84,70,24,14,85
126628,26331,5316,3203,241,900,41,0,2,0,4642,1711,595,2205,1584,594,632,4665
126650,48869,21213,8149,70,1455,24,0,3,1,4015,1157,755,1945,2438,246,4386,3012
464239,309,24,30,3,17,6,0,0,0,27,11,5,35,71,4,6,70
127258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128171,6585,1322,1121,9,977,4,0,0,0,2113,82,14,119,260,244,10,310
128175,113894,16445,9206,3292,12691,199,25,102,139,10184,7019,4422,8057,9201,4271,10349,18292
128419,60864,24295,9988,2165,3476,0,2,1,0,6109,1596,1108,2758,2901,2042,2100,2323
128651,11613,1252,4,0,4,247,0,0,217,2,1,0,206,2802,3,6867,8
128660,45179,11970,3766,2557,2619,240,22,53,8,3449,3074,2212,2881,2135,2329,4237,3627
129083,128657,43680,19947,131,7590,4,0,1,0,12863,3811,1588,5707,6396,1630,15958,9351
129092,47142,5081,574,891,1207,953,9,0,412,721,1141,769,2900,11991,1940,14840,3713
129470,38606,10940,4858,1135,3786,5,2,8,3,3791,3277,1398,2332,1758,1392,1003,2918
129586,48457,12952,9629,216,4786,5,3,15,0,5910,1856,1142,1530,1690,1047,3097,4579
129632,41211,10555,6032,838,5149,22,0,8,6,2601,1266,1217,1691,1571,1812,1801,6642
129666,64559,19446,12219,138,4605,354,1,3,2,10462,2632,1187,2733,2172,921,4093,3591
198951,92,5,2,1,1,0,0,0,0,54,5,2,2,6,6,1,7
199107,3161,226,46,117,37,13,27,0,108,70,65,85,551,895,158,657,106
79333,1880,744,214,31,101,0,0,0,0,120,15,46,436,108,22,2,41
39055,713,71,252,87,15,5,3,0,0,30,38,15,44,87,29,9,28
82733,1070,0,1,0,1,0,0,0,0,7,1,1,118,941,0,0,0
82738,115110,31872,17877,7193,6081,47,7,41,4,11460,6422,5388,9917,5398,2691,2284,8428
82922,186410,76641,22132,7107,10125,1879,60,76,171,7022,3070,5834,15800,10036,6027,14365,6065
84112,90676,21259,15037,2783,9296,1,13,39,0,12437,7478,5567,3059,1132,2945,185,9445
86101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87690,12014,6444,544,7,293,2,0,0,0,318,9,39,2074,2033,87,141,23
87929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87964,87994,23294,16047,4372,7287,1,9,22,0,7888,2343,3330,9747,5028,4213,92,4321
89304,128507,32188,5730,9324,11124,1276,34,18,10,3838,2224,4071,21735,10972,6759,3915,15289
89674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91120,22190,9566,1811,1987,419,1,4,2,0,1768,546,1097,2312,2127,474,3,73
91258,66283,17228,7335,3726,3378,158,4,10,0,8791,4785,2670,4433,2702,1692,491,8880
92242,38631,18106,163,5014,236,93,20,11,1,63,138,1813,4397,4893,3035,550,98
93308,85524,26024,8850,4863,8153,179,12,14,3,5404,3296,3532,8371,5150,5438,1273,4962
94257,34932,16983,2082,130,588,1,8,59,0,666,2663,542,593,2124,347,7932,214
94266,35549,19562,2224,2723,1276,5,2,14,0,877,340,772,1795,4087,827,471,574
94628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94959,82000,20407,4868,10785,5251,2043,51,37,2,7597,1456,5792,8134,5173,6475,119,3810
133970,487,219,3,0,0,130,0,0,0,16,0,0,3,59,0,57,0
95558,59723,16756,10962,1187,3784,30,4,9,0,10059,2349,2177,4323,1432,983,46,5622
95566,2635,1867,61,0,0,35,0,0,0,60,0,1,36,344,0,230,1
95567,159850,65980,16668,6241,7386,173,19,45,0,16589,6415,5009,7609,6898,3586,5068,12164
98865,166065,58880,22369,1854,10769,1005,7,13,6,16933,5570,3296,7546,7496,2747,13653,13921
193276,205323,96213,17556,2129,6040,2164,7,26,4,10892,1990,2751,5448,8115,2352,44753,4883
103514,167386,42413,15202,9804,10283,1118,26,26,5,7112,4312,6819,20322,29984,6838,5132,7990
104889,34225,15090,4450,58,3072,1,0,1,11,2306,84,73,1634,2831,520,3880,214
105226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105247,136284,58045,17602,2169,7954,63,8,46,3,9147,4796,2985,6268,6690,3650,12338,4520
106283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106918,64762,20898,10858,5204,4725,53,19,33,10,4405,1696,2498,5785,2779,3715,567,1517
107072,25117,11086,3211,1491,455,0,3,1,0,2092,813,1243,1819,1985,478,2,438
194459,2759,1089,279,4,58,30,0,0,0,265,28,12,70,336,7,474,107
107519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31292,2203,288,635,32,19,3,0,0,0,163,684,93,33,149,28,27,49
109091,45346,14689,10945,374,4731,3,0,2,0,4558,1657,448,3309,1157,964,168,2341
110914,85769,38366,10213,2919,4188,99,36,99,1,3485,1327,3420,4676,8451,3916,3489,1084
111419,21869,7832,1898,2057,2022,36,36,20,0,402,159,461,3476,1071,1450,51,898
111859,71888,35837,8348,1718,884,34,3,5,0,7903,1497,1865,4316,4659,581,3610,628
112421,42905,21738,7357,34,679,26,0,2,0,5675,1274,582,556,1018,219,1864,1881
113435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113444,1844,490,43,327,21,0,0,0,0,80,21,146,568,94,31,1,22
114595,57971,21559,6523,1527,3818,463,30,38,6,1925,966,1455,4311,4648,2359,6189,2154
196557,50704,13215,8900,1151,6688,80,11,1,1,7344,753,1533,4789,3040,816,1074,1308
116214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116265,163404,37720,12517,11905,11368,3304,110,81,54,8302,2455,6399,33625,13109,7355,7123,7977
117616,36287,18194,4603,649,1596,37,8,38,2,2286,329,933,1894,1493,510,3272,443
119550,109504,25342,14320,5308,8237,39,31,97,6,8555,9466,5560,7580,3605,4138,692,16528
120720,36359,21757,4272,10,79,0,1,0,0,3033,510,49,1670,2055,6,2689,228
122636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123471,66477,24617,8766,6726,687,1,59,45,1,6115,4325,3613,5666,2898,986,986,986
771958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125014,105923,24158,10317,6458,9039,2037,61,140,180,8835,6335,4248,6475,5858,5246,4395,12141
125447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127382,25857,10230,6403,11,1623,0,1,5,0,3198,342,242,467,700,324,1834,477
127391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128268,313447,86221,29838,10018,26036,774,63,171,14,27072,18102,10239,19453,13486,9336,23762,38862
128345,131028,73227,4360,1925,240,183,6,3,0,8240,349,1766,3916,8890,722,26502,699
130065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80410,102798,22412,13794,1236,12449,74,24,53,38,10988,4999,2624,6193,4644,3749,7002,12519
81544,34042,7401,5578,1368,5160,171,19,57,55,2528,951,1629,1454,1637,2173,1694,2167
82757,115899,33172,12491,3642,10399,210,39,112,109,7583,7170,3939,4981,5379,4494,7604,14575
84513,10913,218,0,7,4,2057,1,0,325,1,0,0,1,1337,0,6961,1
85250,26127,4624,3400,2018,3479,20,7,25,2,2636,2123,1552,914,1012,941,472,2902
85852,74640,20589,11888,4210,7488,1,22,16,8,4225,544,1840,7756,6174,2913,4491,2475
86894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89840,42329,7199,4275,4586,4051,353,52,55,178,1919,1261,2344,3558,2988,2906,2037,4567
89881,6876,1293,2,0,1,248,0,0,122,2,6,11,32,2574,4,2580,1
91289,177190,40640,20230,6315,17192,21,39,171,38,17188,11878,6505,7565,6564,6651,9155,27038
91910,33851,8454,2987,127,690,898,1,3,248,903,100,69,1319,4687,409,12431,525
91912,72268,26793,8136,2119,4932,766,8,25,9,4313,2251,2112,3228,5156,2506,6327,3587
93015,20149,8609,4847,17,463,0,0,9,2,3622,697,533,303,294,154,296,303
93020,2990,419,1,2,6,35,0,0,101,4,6,0,136,893,20,1268,99
93023,70024,12616,7735,4391,6852,11,35,104,15,7179,7173,3734,4859,1990,3653,448,9229
94503,214170,51527,21976,10983,17855,2758,171,232,1434,16007,8524,5826,14716,13497,10282,18007,20375
94693,22268,6924,2673,662,2904,78,4,5,8,1149,190,371,2054,1656,2165,706,719
98512,87803,33768,17014,2418,2838,72,111,154,5,4965,2622,1998,3982,2552,1912,8278,5114
98933,8770,1577,345,24,82,3264,0,1,60,60,36,20,123,506,42,2442,188
104764,32428,11976,1350,1,577,2,0,0,84,716,122,85,647,3406,147,13056,259
105071,21848,7486,281,0,0,0,0,0,79,2,0,0,17,1087,0,12895,1
137388,10068,1522,96,359,407,677,41,47,193,36,4,163,2762,2056,347,1330,28
106361,349,64,3,16,9,0,1,0,0,67,8,5,47,30,25,7,67
107658,31138,13187,781,140,1358,252,15,43,145,558,212,165,943,3512,400,8481,946
112745,72071,15287,8042,5046,5584,131,10,57,37,4856,5573,3500,5482,3993,4057,2221,8195
115156,112437,31880,15983,2459,10028,80,4,19,1,12095,3049,2386,7786,3167,3020,11403,9077
115998,20184,7354,2337,6,1817,210,0,4,9,935,90,149,1528,1979,331,2928,507
197174,58987,26367,48,425,69,0,0,1,1,87,88,194,827,6963,102,23612,203
121940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123683,121149,53708,10044,4015,3933,939,125,137,164,5714,2167,1358,7801,9471,1800,15932,3841
124346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126846,26455,6585,2371,264,2507,77,13,0,82,1179,92,188,2613,3429,1686,2805,2564
126933,147,12,0,4,0,0,0,0,2,1,0,0,68,33,11,16,0
141819,735,18,158,1,145,0,0,4,0,92,48,47,29,15,21,3,154
129968,21084,5662,1328,274,606,265,2,0,25,1830,467,245,1900,2412,728,3361,1979
130584,2503,90,28,110,30,12,24,0,78,36,57,79,475,835,123,445,81
79345,587,173,76,6,22,0,0,0,0,80,3,7,67,73,5,51,24
79349,365,137,7,0,0,2,0,0,0,11,0,2,13,58,1,113,21
79816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82285,55063,22328,6160,1247,3492,957,239,61,237,1818,290,467,4161,7331,1752,3214,1309
82288,110890,35042,9492,977,3350,65,433,238,43,6869,1143,3844,9409,19267,1899,14350,4469
83912,199673,59012,22494,8413,15188,393,27,113,44,16811,11163,8379,8871,8266,8682,11575,20242
84524,40594,7676,3969,4736,2032,231,43,67,0,1637,1322,3805,5341,3201,1226,2326,2982
85418,134727,66641,8163,327,7635,661,0,1,1,8309,644,2781,11815,9748,1750,10980,5271
87501,131666,48386,8804,4488,10101,9,46,26,53,5783,701,2640,20342,14473,3174,5187,7453
89455,371,160,18,0,8,1,0,0,0,23,3,0,24,50,1,36,47
91715,25521,4035,7,56,22,3550,14,0,976,13,9,21,1841,4487,119,10297,74
92854,17974,2738,1688,1256,2420,5,9,3,0,739,612,1598,1736,1582,1863,61,1664
93699,7616,937,173,541,975,940,2,6,6,50,38,374,1013,645,1008,105,803
94164,139599,45408,9929,12377,12600,340,70,40,4,6765,2354,4513,16166,10328,9058,569,9078
96667,44225,5153,878,5625,5958,0,94,38,1,76,154,1369,15406,3350,2463,54,3606
98651,93680,22062,9246,6682,9818,430,39,62,56,8149,4907,3993,7531,4569,4734,3625,7777
98887,89472,21917,11365,4989,8662,33,6,5,0,6759,1720,1797,20324,2580,3393,1200,4722
99798,61750,29271,5726,2,681,0,0,0,35,2706,22,29,3771,5059,87,13662,699
100104,70565,12330,7322,4371,6552,1219,71,121,410,4813,3634,2378,4991,3813,4012,6831,7697
100132,12533,2118,81,283,404,405,43,24,534,57,28,21,1416,2119,337,4565,98
100956,102383,51891,8833,29,3621,219,5,4,7,4076,1213,545,3206,6961,437,17508,3828
102017,9012,3794,1201,109,146,1,0,0,0,465,11,17,78,643,58,2339,150
102235,60544,32732,7848,6,772,176,0,3,0,4074,548,460,1039,2634,203,9267,782
102797,98599,36247,8345,376,8619,0,395,185,28,3896,1449,2071,4299,9537,3409,10953,8790
103301,13651,6706,1239,26,302,170,3,1,0,709,77,57,615,1412,57,1876,401
105214,41822,19513,4624,1041,2524,20,3,0,0,2853,51,561,3326,4072,1160,1463,611
105989,44601,28165,1875,8,181,43,1,0,0,1074,17,27,842,2533,12,9790,33
106546,28015,5904,6982,271,4609,161,2,0,33,3680,281,151,1998,698,1213,593,1439
106754,20356,6189,554,783,527,243,3,8,14,707,693,720,1391,4439,696,2043,1346
109019,13760,3607,954,1810,2117,12,22,17,0,334,87,455,1576,695,1342,295,437
109104,10270,3787,1268,344,236,4,0,5,0,773,789,392,1243,606,264,174,385
109297,20404,7680,1674,869,1102,2,2,9,1,1250,638,707,1352,2141,632,923,1422
115076,26673,3777,791,2227,1505,1216,16,25,3,597,283,1785,4953,5143,1386,2072,894
115994,2887,547,0,0,0,0,0,0,0,0,0,0,197,2143,0,0,0
116407,21580,12205,247,2,1017,0,0,0,0,15,3,12,2871,5153,35,7,13
116416,20614,3577,670,325,5618,0,5,3,0,126,50,356,5604,1255,1352,624,1049
116670,2867,70,221,191,148,0,1,4,0,46,20,16,73,47,409,1496,125
116762,12398,2115,943,585,1130,0,1,0,1,834,337,366,3039,989,932,81,1045
117530,40307,12462,8280,396,4412,5,3,4,0,3007,1125,525,1177,1762,1208,2262,3679
119419,84510,30819,6758,4866,8201,1557,53,70,5,2616,1176,2142,9908,4885,4582,2026,4846
120772,31036,12355,2047,481,2102,700,4,9,1,1751,785,988,2361,1710,370,3229,2143
121630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122630,31644,6877,451,123,410,17,10,14,35,785,1179,446,1104,16093,408,909,2783
122727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122837,11435,1016,0,0,0,208,0,0,144,0,0,0,1112,5936,0,3019,0
123481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128114,54737,2774,748,14494,4602,15,181,161,6,267,1007,4914,15474,2204,6777,110,1003
128938,65854,27889,7164,1423,5035,695,4,10,0,3786,1021,1130,3431,4220,1932,3651,4463
129305,116607,43873,19634,1125,6488,4,4,18,15,12852,4013,3066,5807,5902,2403,6605,4798
80591,130498,55497,17466,4064,6404,69,34,50,2,6205,3505,3259,12917,7114,3279,3818,6815
81480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85208,21348,3041,9,371,155,2053,17,14,624,0,15,57,2526,4365,765,7322,14
86087,33963,9670,2022,263,2458,246,21,48,283,1085,949,984,3463,4979,768,4674,2050
88538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89619,116470,43969,20743,6121,3767,18,2,21,1,7252,4703,3921,6179,4886,5311,6529,3047
89926,48175,27175,1292,7,1893,195,40,1,138,1249,47,99,1784,5470,133,8284,368
91430,128638,25221,14273,6632,13809,277,65,154,150,10370,10516,5199,6570,5412,6072,6466,17452
96208,56503,27375,6392,1489,959,67,2,10,0,4375,2374,1948,2860,2912,910,2462,2368
96447,77185,28163,5181,499,3579,163,9,62,46,5462,2011,766,1946,3420,993,10965,13920
99224,9216,9,0,0,3,795,0,0,672,3,1,4,15,2969,1,4738,6
134832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106595,117314,50500,21797,20,3571,6,1,2,0,12946,932,209,1856,6158,155,14291,4870
108138,16533,2982,1433,590,2320,629,2,1,155,440,18,126,1341,1947,1424,2855,270
112739,48878,13451,6949,3999,4352,83,5,13,5,2818,1845,2545,4723,1766,2684,521,3119
112741,32363,8420,3093,2377,3475,76,2,16,10,2425,2472,1153,1159,1855,1609,1626,2595
114160,25042,8350,3988,140,1175,68,0,9,2,2492,1425,505,520,928,284,3525,1631
115215,39777,7429,3584,356,4735,314,13,5,43,3395,1121,480,5018,4442,2457,1981,4404
115655,65953,16663,11652,3647,6187,28,12,13,0,6915,2472,3019,6022,2201,3022,18,4082
115993,21035,9497,4042,1,1261,0,0,0,0,1962,69,63,409,880,6,1752,1093
122744,13714,7534,714,153,630,0,3,11,0,681,753,310,283,504,319,1162,657
123156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129003,38262,13182,4727,3071,2873,140,3,5,2,1879,1191,1175,1804,1794,1989,1489,2938
86634,111004,28933,11958,6366,8624,920,85,190,201,7521,4537,5378,6108,6838,6555,8476,8314
96046,65969,14255,10937,1833,3545,30,35,112,22,6331,6789,2768,1635,1955,3113,3629,8980
97141,115037,32578,8423,964,12461,568,80,112,190,5098,2654,1036,5255,11566,2841,22668,8543
98681,15391,6268,764,942,2077,164,3,10,38,320,63,344,698,1030,1108,1298,264
99582,116250,47361,13159,295,7973,5,6,125,6,8631,2497,1132,3460,8939,1460,16397,4804
106499,141334,33650,21587,4358,9689,449,36,134,80,12787,10844,5354,8236,5297,5463,3721,19649
111406,6515,353,5,25,378,1600,1,0,140,2,0,0,1357,1030,221,1393,10
111876,21247,5283,834,887,1277,274,1,6,46,1459,593,399,2587,2426,1081,913,3181
114332,124725,44157,15874,3127,9221,93,30,87,22,8743,4218,4348,5334,4069,4692,11490,9220
119569,16610,4405,1143,562,911,460,28,42,160,102,13,185,1232,2004,1098,4008,257
128255,18389,870,1,1,10,1397,2,0,739,5,5,2,23,7765,10,7544,15
128634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79766,31216,9589,3610,177,3202,9,0,0,6,1352,427,156,4190,3101,988,1790,2619
80334,20781,4439,1409,695,1111,4,40,33,8,2052,1611,861,1018,1215,984,1070,4231
80824,25685,7404,636,86,1062,1275,9,2,104,696,427,139,1185,2946,703,4927,4084
81656,44814,13069,7114,1829,4985,2,4,12,0,4982,2881,2319,741,574,3735,174,2393
626615,2155,21,0,0,0,22,0,0,139,0,0,0,2,501,0,1470,0
82321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82637,78882,21951,14222,2371,4871,6,7,5,0,12526,4691,3492,4366,3248,1587,10,5529
83499,27234,5127,3784,72,3389,5,2,13,0,4514,2025,1055,563,712,667,274,5032
761965,31515,7998,6474,733,4980,34,2,14,1,2608,1349,1268,755,766,1397,876,2260
86289,37378,3561,6750,172,4135,186,30,52,1,4541,2184,1124,3572,3287,1059,2911,3813
86490,113335,55541,14403,538,4472,29,5,40,3,5242,1325,1136,6904,7760,849,12436,2652
88510,182630,59943,29152,1364,13551,899,26,44,178,16738,2968,2228,13200,12623,2481,17290,9945
90234,15800,2683,427,384,626,12,1,0,79,527,282,316,1314,3186,744,3320,1899
91356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95048,107,34,0,0,1,10,0,0,0,3,0,0,16,20,0,18,5
96025,4567,2,0,784,3,207,102,94,396,12,107,216,345,1025,247,1017,10
100085,11709,2664,331,927,454,785,4,22,3,59,41,584,319,1628,1769,1671,448
100144,48953,14886,4053,742,3610,657,15,44,393,1701,405,1057,2078,6397,1783,5944,5188
100310,165730,35570,22211,6084,14962,22,22,96,0,20831,13141,6628,10829,4224,6359,512,24239
102974,55606,12391,2795,2310,2639,985,59,139,575,2860,2911,1395,2339,5909,2560,7762,7977
103162,14264,1544,1907,1463,2369,0,0,3,0,1144,314,900,778,1122,1705,30,985
103817,8198,1786,208,3,162,254,1,0,3,582,51,70,28,373,15,4323,339
104516,88606,33681,14202,771,6221,2,4,59,1,10662,4467,2147,1669,2365,1441,5304,5610
105621,17822,3674,590,143,356,47,13,33,200,1171,735,210,211,2844,219,4804,2572
106213,59495,23887,4441,5573,1915,4,17,9,30,3337,417,1407,5720,4311,2966,5179,282
107992,17477,3454,957,800,1413,218,1,1,5,1106,796,558,1397,1748,1383,1328,2312
109881,11299,6984,115,284,678,86,16,32,18,485,342,321,175,391,209,788,375
113221,63912,15590,9871,1573,3747,12,5,24,0,7383,4679,3578,1908,3097,3534,4027,4884
113469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113596,56947,20810,6529,73,4247,5,4,18,2,5283,3255,1299,3833,3058,1029,4817,2685
113842,35796,3868,667,4737,3933,1610,150,211,882,155,591,1359,5076,3181,4075,3138,2163
113904,187888,44827,20807,9116,17067,356,47,158,77,14645,11046,7844,13037,7541,8959,9255,23106
114024,4491,1194,21,5,85,27,1,0,24,328,27,22,483,886,27,1068,293
115110,30300,9025,814,810,725,44,27,17,90,1463,1104,622,962,2963,837,8571,2226
116936,26630,6226,5805,170,3514,1,0,1,0,4628,1343,524,371,571,707,79,2690
120700,12998,1509,59,547,184,178,35,58,137,13,9,205,965,3617,393,4891,198
121065,33637,18560,1360,29,2834,0,2,10,2,1246,442,358,783,2075,1337,3637,962
122810,13201,2097,4,19,680,844,23,0,138,4,0,0,2782,5105,12,1480,13
125295,73210,25444,14218,2318,6255,1,7,8,3,4746,793,1662,6581,4703,1700,2275,2496
125469,9796,3533,392,862,316,46,1,9,1,452,615,610,551,759,524,484,641
125816,24510,6528,1186,2344,1112,361,7,8,3,1275,725,1283,1262,1285,680,2293,4158
126573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198461,78420,27921,11498,320,2450,70,0,6,1,8991,3127,1421,4511,4166,903,5130,7905
126859,45332,9314,6405,1391,4362,16,5,26,0,4717,6026,2218,2349,1182,1422,940,4959
128476,50180,16420,5240,3171,4759,109,20,78,10,2676,1322,1923,3917,3225,2566,1373,3371
128543,8156,2032,966,204,1002,50,1,1,25,430,78,137,432,777,646,683,692
129468,19487,3322,574,1315,879,181,22,22,112,785,818,1013,1996,2868,1094,2848,1638
82753,12843,2158,77,59,41,871,6,3,454,7,13,8,313,2772,190,5772,99
83502,45652,7195,3488,1872,3808,237,17,59,7,3424,3640,1728,3928,2726,2524,3395,7604
87712,41147,4040,3032,1631,7001,480,4,3,65,3526,1415,1148,623,2806,3436,5476,6461
91169,54569,10150,5972,743,3054,481,29,18,126,5366,1037,498,5181,6831,2297,10196,2590
93134,29200,10319,3407,317,5188,46,2,1,6,764,36,131,1226,1304,1772,528,4153
93923,11626,1060,103,193,231,130,0,0,80,22,53,55,3909,2640,326,2653,171
192077,4874,298,38,37,64,7,12,2,67,141,127,41,303,2712,132,581,312
97556,32447,6205,2893,1819,2537,125,4,8,3,3743,2677,1497,2383,2171,2047,375,3960
99549,1611,611,149,4,21,24,1,0,29,56,6,4,5,265,13,409,14
107284,30958,6916,3804,1128,3015,52,13,40,13,2986,2355,641,1175,1088,1415,1160,5157
111886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113906,67293,22409,10506,50,2911,3,3,23,3,8144,1169,905,1465,3614,439,13069,2580
116824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122243,9900,3932,990,37,1829,285,2,4,74,80,12,117,438,599,843,472,186
122246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127230,36522,14490,2605,1116,3566,1148,39,47,211,1173,391,362,2075,2919,1539,3380,1461
129906,54519,11003,6451,2956,5698,51,1,23,0,5830,3092,3951,2817,922,2603,3606,5515
130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86400,6309,576,749,235,213,3,7,47,5,412,1045,662,628,607,561,93,466
86763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87442,6100,1682,371,7,171,126,0,0,8,794,2,5,505,754,293,1251,131
87560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88489,34359,18199,3108,1338,970,168,0,2,0,948,140,588,3434,3356,559,1110,439
190679,108433,24570,10760,4755,9515,441,32,108,299,9784,4490,3443,6647,7339,4453,8490,13307
145572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97962,45665,10874,5806,1696,4253,56,3,38,4,3416,3665,1638,1699,2755,1368,2664,5730
99223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105607,17855,7461,2825,35,974,15,1,8,0,1096,221,139,368,1577,418,2133,584
112550,49268,8169,5223,829,5333,10,2,25,1,6288,4035,1278,2310,1700,1073,3486,9506
113418,40068,6845,1074,437,2532,1078,12,0,46,1033,309,186,11178,7312,1878,3193,2955
119818,23980,6340,1045,2939,1665,84,22,35,0,1230,2192,1700,1313,1014,1567,144,2690
123378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123705,10205,1200,306,107,945,373,6,17,58,150,88,101,533,2764,425,2860,272
127029,75799,30177,10701,158,5589,7,4,39,4,6502,2485,1816,2196,3524,1387,6047,5163
127418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128801,100292,34611,9284,3177,8859,408,29,66,73,4316,3231,2687,6630,7556,3489,7809,8067
129506,67097,19823,8435,2293,6929,163,3,19,5,5850,2883,4183,2550,5012,2021,3198,3730
79890,4261,903,260,159,219,0,2,0,0,287,217,189,388,402,277,488,470
189406,77750,13153,8211,1960,7325,245,20,75,7,9180,6506,2918,4549,3539,3213,3902,12947
83501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83653,65403,24003,4074,1099,4511,203,26,70,13,4140,3791,2392,3377,4840,2419,6844,3601
85820,17166,648,287,3996,417,249,355,381,409,553,818,1566,1119,2493,1066,1334,1475
93141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93840,7225,1884,440,71,458,125,13,38,0,580,479,131,81,391,561,1414,559
94716,24896,15927,2997,5,703,0,0,1,1,1683,113,44,433,1296,74,691,928
95774,2904,109,25,57,21,832,2,0,193,23,19,15,115,610,38,799,46
95965,1517,140,2,2,4,11,0,0,16,17,1,1,729,447,1,138,8
104537,2248,290,3,0,0,193,0,0,43,9,0,0,1,619,0,1089,1
104855,24052,5607,1236,287,2089,139,12,22,56,2189,1185,250,705,2344,517,4998,2416
107473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117156,5206,282,19,152,622,230,12,1,101,6,11,42,633,525,770,1544,256
123863,39648,8735,3074,3058,2762,328,18,114,79,2941,4346,2240,1156,1866,2432,1343,5156
124169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124701,18155,6209,1725,464,639,236,165,63,221,452,269,318,1333,2947,562,2182,370
127470,15559,4033,952,319,670,598,41,78,298,296,142,225,864,2200,321,4234,288
127498,9109,1369,557,937,727,961,19,26,33,2,56,154,1259,519,846,1489,155
128602,18123,9300,1084,3,494,1,1,0,0,895,308,89,518,1227,315,3148,740
128627,2513,913,339,17,193,0,1,3,1,172,38,12,35,138,32,449,170
129034,4614,2546,207,2,68,218,0,0,3,106,22,7,34,316,4,784,297
129723,12653,6385,787,311,372,0,1,15,1,636,805,173,553,1243,320,708,343
90954,19212,6874,487,6,1236,349,7,0,94,372,43,29,319,2535,494,5903,464
191251,274611,98058,24449,7220,15206,1233,75,160,1083,14743,8499,4985,11027,22194,7767,42692,15220
