marathon,age,ageRand,gender,clocktime,chiptime,split_10k,split_half,split_30k,split_40k
NYC_2011,30.0,30.78,M,125.1,125.1,30.4,63.3,89.78,118.73
NYC_2011,27.0,27.15,M,126.4667,126.4667,30.38,63.28,89.77,119.77
NYC_2011,24.0,24.56,M,127.2333,127.2333,30.4,63.3,89.77,120.03
NYC_2011,27.0,27.09,M,128.0,128.0,30.42,63.3,89.78,120.93
NYC_2011,39.0,39.63,M,128.4333,128.4333,30.42,63.32,89.77,121.23
NYC_2011,36.0,36.07,M,129.2167,129.2167,30.4,63.3,89.78,122.13
NYC_2011,35.0,35.91,M,130.5667,130.5667,30.43,64.3,92.02,123.82
NYC_2011,22.0,22.73,M,130.9667,130.9667,30.4,63.28,89.75,122.4
NYC_2011,37.0,37.6,M,132.4333,132.4333,30.48,64.7,93.02,125.38
NYC_2011,35.0,35.87,M,133.7667,133.7667,31.08,65.65,93.48,126.4
NYC_2011,28.0,28.64,M,134.1667,134.1667,30.4,63.3,90.95,125.65
NYC_2011,32.0,32.06,M,136.3333,136.3333,30.45,64.68,93.02,127.72
NYC_2011,26.0,26.31,M,136.7333,136.7333,30.73,65.38,93.55,127.7
NYC_2011,27.0,27.87,M,139.4,139.4,31.07,66.33,95.47,131.42
NYC_2011,30.0,30.99,M,139.65,139.6,31.87,67.48,96.8,131.45
NYC_2011,23.0,23.34,M,140.3667,140.3667,30.42,64.32,93.03,130.68
NYC_2011,27.0,27.98,M,140.6833,140.6833,30.6,65.67,95.7,132.43
NYC_2011,29.0,29.16,M,142.8,142.8,33.65,71.08,100.97,135.38
NYC_2011,27.0,27.17,F,143.25,143.25,32.85,70.22,100.75,135.78
NYC_2011,24.0,24.49,F,143.3167,143.3167,32.85,70.22,100.75,135.77
NYC_2011,29.0,29.21,F,143.6333,143.6333,31.88,67.93,98.95,135.75
NYC_2011,25.0,25.73,M,143.7167,143.7167,31.55,67.38,97.6,135.35
NYC_2011,41.0,41.59,M,144.8,144.8,33.67,71.08,100.97,136.7
NYC_2011,26.0,26.57,M,145.3833,145.3833,33.65,71.08,100.87,136.98
NYC_2011,27.0,27.67,M,145.5833,145.55,35.22,73.43,103.45,138.05
NYC_2011,29.0,29.11,F,145.65,145.65,34.08,71.78,102.32,137.83
NYC_2011,29.0,29.03,F,145.7667,145.7667,33.72,71.7,102.32,137.98
NYC_2011,30.0,30.82,F,145.95,145.95,32.85,70.22,100.75,137.83
NYC_2011,38.0,38.77,M,147.0833,147.0833,33.82,71.9,103.07,139.25
NYC_2011,27.0,27.33,F,147.1,147.1,33.37,71.25,102.08,138.32
NYC_2011,40.0,40.25,M,147.1,147.1,33.67,71.08,101.52,138.9
NYC_2011,39.0,39.97,M,147.3667,147.3167,33.6,71.45,103.28,139.78
NYC_2011,40.0,40.12,M,147.4667,147.4667,33.97,72.47,103.78,0.0
NYC_2011,33.0,33.06,M,148.3333,148.1167,34.15,72.57,103.82,140.13
NYC_2011,34.0,34.28,M,148.3167,148.2,34.23,72.65,104.12,140.58
NYC_2011,30.0,30.31,F,148.4833,148.4833,34.42,73.15,105.35,140.93
NYC_2011,38.0,38.61,F,148.7,148.7,34.58,73.95,105.35,141.17
NYC_2011,28.0,28.72,M,148.7833,148.7333,35.2,74.13,105.65,141.4
NYC_2011,37.0,37.25,M,148.9,148.9,34.9,73.6,105.13,141.18
NYC_2011,34.0,34.67,F,149.0333,149.0333,34.4,73.15,105.35,141.3
NYC_2011,36.0,36.09,M,149.1833,149.1667,32.98,70.3,102.07,140.35
NYC_2011,35.0,35.78,M,149.2,149.1833,33.8,72.48,104.02,140.93
NYC_2011,41.0,41.42,M,149.6667,149.6,34.2,72.63,103.97,141.18
NYC_2011,30.0,30.64,M,149.7167,149.6667,35.0,73.92,105.08,141.1
NYC_2011,32.0,32.67,M,149.7667,149.7667,34.88,73.53,105.22,141.88
NYC_2011,27.0,27.79,M,149.8833,149.8667,35.27,74.2,105.92,142.28
NYC_2011,34.0,34.13,M,149.9833,149.9667,34.87,73.57,105.3,141.92
NYC_2011,26.0,26.39,M,150.75,150.5,33.42,71.73,104.1,142.27
NYC_2011,37.0,37.44,M,150.7167,150.7,34.17,73.12,105.07,142.23
NYC_2011,27.0,27.82,M,150.7667,150.7333,35.22,74.22,105.7,142.47
NYC_2011,34.0,34.45,M,150.9167,150.8833,35.2,74.18,105.87,142.9
NYC_2011,40.0,40.78,M,150.9833,150.95,33.78,71.8,103.38,142.47
NYC_2011,26.0,26.23,M,150.9667,150.9667,33.78,71.8,103.32,141.3
NYC_2011,25.0,25.18,M,151.1833,151.1833,34.18,72.7,104.13,142.42
NYC_2011,31.0,31.55,M,151.3,151.2667,34.87,73.98,105.85,142.92
NYC_2011,29.0,29.74,M,151.3,151.2833,34.9,74.1,106.12,143.42
NYC_2011,25.0,25.31,M,151.3333,151.3167,35.62,73.45,104.98,142.98
NYC_2011,41.0,41.66,M,151.3667,151.3667,34.68,73.53,105.28,143.18
NYC_2011,41.0,41.47,M,151.45,151.4333,33.82,72.47,104.3,142.53
NYC_2011,32.0,32.91,M,151.55,151.4833,33.9,72.43,105.28,143.37
NYC_2011,25.0,25.67,F,151.6667,151.6667,35.5,74.92,106.63,143.77
NYC_2011,30.0,30.4,M,151.7833,151.7833,34.67,73.85,105.77,143.15
NYC_2011,37.0,37.16,M,151.85,151.85,34.12,72.7,104.23,143.08
NYC_2011,23.0,23.23,F,151.8667,151.8667,35.5,74.92,106.27,142.93
NYC_2011,33.0,33.25,M,152.2,151.95,34.48,73.12,105.1,143.4
NYC_2011,40.0,40.45,M,152.2667,152.2333,34.88,74.08,106.22,143.87
NYC_2011,40.0,40.31,M,152.2667,152.2333,34.88,74.08,106.22,143.87
NYC_2011,40.0,40.38,M,152.4833,152.3333,34.62,73.38,105.65,143.82
NYC_2011,40.0,40.54,M,152.4833,152.3333,34.62,73.38,105.65,143.82
NYC_2011,29.0,29.75,M,152.4333,152.4,34.87,73.58,105.2,143.73
NYC_2011,29.0,29.71,M,152.4333,152.4,34.87,73.58,105.2,143.73
NYC_2011,34.0,34.34,M,152.45,152.4167,35.38,74.93,107.15,0.0
NYC_2011,34.0,34.62,M,152.45,152.4167,35.38,74.93,107.15,0.0
NYC_2011,24.0,24.08,M,152.5667,152.4833,34.03,73.47,105.62,144.22
NYC_2011,24.0,24.78,M,152.5667,152.4833,34.03,73.47,105.62,144.22
NYC_2011,39.0,39.3,M,152.85,152.8167,33.63,72.37,105.38,144.7
NYC_2011,39.0,39.67,M,152.85,152.8167,33.63,72.37,105.38,144.7
NYC_2011,46.0,46.09,M,153.0,152.9833,34.13,72.68,105.17,144.27
NYC_2011,46.0,46.68,M,153.0,152.9833,34.13,72.68,105.17,144.27
NYC_2011,35.0,35.1,M,153.1833,153.1,35.67,75.3,107.13,144.57
NYC_2011,35.0,35.23,M,153.1833,153.1,35.67,75.3,107.13,144.57
NYC_2011,33.0,33.02,F,153.1333,153.1333,34.52,73.87,106.53,144.9
NYC_2011,29.0,29.08,F,153.1333,153.1333,32.85,70.22,100.75,141.82
NYC_2011,29.0,29.87,F,153.1333,153.1333,32.85,70.22,100.75,141.82
NYC_2011,33.0,33.69,F,153.1333,153.1333,34.52,73.87,106.53,144.9
NYC_2011,40.0,40.9,M,153.2667,153.25,33.8,72.4,105.25,144.68
NYC_2011,40.0,40.49,M,153.2667,153.25,33.8,72.4,105.25,144.68
NYC_2011,43.0,43.47,M,153.3167,153.3167,34.08,73.13,105.68,144.67
NYC_2011,43.0,43.11,M,153.3167,153.3167,34.08,73.13,105.68,144.67
NYC_2011,24.0,24.95,F,153.3667,153.3667,34.1,73.98,107.07,145.27
NYC_2011,24.0,24.68,F,153.3667,153.3667,34.1,73.98,107.07,145.27
NYC_2011,39.0,39.08,M,153.5167,153.3833,36.13,76.4,108.35,145.38
NYC_2011,39.0,39.08,M,153.5167,153.3833,36.13,76.4,108.35,145.38
NYC_2011,26.0,26.59,M,153.4333,153.4333,33.03,68.3,103.4,145.12
NYC_2011,37.0,37.79,M,153.6,153.6,33.97,72.5,106.48,145.52
NYC_2011,37.0,37.96,M,153.6,153.6,33.97,72.5,106.48,145.52
NYC_2011,22.0,22.38,M,153.8667,153.85,36.17,75.67,107.83,145.67
NYC_2011,22.0,22.47,M,153.8667,153.85,36.17,75.67,107.83,145.67
NYC_2011,27.0,27.39,M,154.1,154.0833,34.88,74.1,106.45,145.45
NYC_2011,35.0,35.65,M,154.0833,154.0833,31.93,68.97,101.17,142.9
NYC_2011,27.0,27.71,M,154.1,154.0833,34.88,74.1,106.45,145.45
NYC_2011,35.0,35.35,M,154.0833,154.0833,31.93,68.97,101.17,142.9
NYC_2011,29.0,29.05,M,154.1167,154.1167,35.8,71.97,107.78,146.58
NYC_2011,23.0,23.61,M,154.3333,154.3,35.53,73.52,105.27,145.42
NYC_2011,23.0,23.32,M,154.3333,154.3,35.53,73.52,105.27,145.42
NYC_2011,36.0,36.12,M,154.3833,154.3667,35.48,75.43,108.18,146.28
NYC_2011,36.0,36.05,M,154.3833,154.3667,35.48,75.43,108.18,146.28
NYC_2011,36.0,36.6,M,154.5667,154.5333,34.08,72.67,104.0,144.8
NYC_2011,36.0,36.65,M,154.5667,154.5333,34.08,72.67,104.0,144.8
NYC_2011,29.0,29.67,M,154.6667,154.6,35.37,74.62,107.67,146.25
NYC_2011,29.0,29.61,M,154.6667,154.6,35.37,74.62,107.67,146.25
NYC_2011,34.0,34.6,M,154.8833,154.7,37.3,77.75,109.82,146.78
NYC_2011,34.0,34.6,M,154.8833,154.7,37.3,77.75,109.82,146.78
NYC_2011,37.0,37.74,M,154.8833,154.7167,36.62,77.05,109.45,0.0
NYC_2011,37.0,37.79,M,154.8833,154.7167,36.62,77.05,109.45,0.0
NYC_2011,41.0,41.94,M,154.8,154.8,34.9,73.62,106.1,145.68
NYC_2011,41.0,41.1,M,154.8,154.8,34.9,73.62,106.1,145.68
NYC_2011,36.0,36.41,M,155.0833,154.9,35.88,76.8,110.05,147.08
NYC_2011,36.0,36.01,M,155.0833,154.9,35.88,76.8,110.05,147.08
NYC_2011,37.0,37.68,M,155.0833,155.0667,34.12,74.12,106.58,145.7
NYC_2011,37.0,37.2,M,155.0833,155.0667,34.12,74.12,106.58,145.7
NYC_2011,33.0,33.28,M,155.15,155.0667,35.35,75.65,108.85,146.88
NYC_2011,33.0,33.08,M,155.15,155.0667,35.35,75.65,108.85,146.88
NYC_2011,35.0,35.24,M,155.6333,155.4333,35.77,77.03,110.72,147.55
NYC_2011,35.0,35.67,M,155.6333,155.4333,35.77,77.03,110.72,147.55
NYC_2011,25.0,25.06,M,155.45,155.45,33.93,72.8,105.47,146.23
NYC_2011,25.0,25.49,M,155.45,155.45,33.93,72.8,105.47,146.23
NYC_2011,29.0,29.58,M,155.7667,155.5667,35.45,74.67,106.98,147.5
NYC_2011,29.0,29.79,M,155.7667,155.5667,35.45,74.67,106.98,147.5
NYC_2011,43.0,43.19,M,155.8167,155.8167,35.92,75.62,108.48,147.48
NYC_2011,43.0,43.48,M,155.8167,155.8167,35.92,75.62,108.48,147.48
NYC_2011,34.0,34.18,M,156.0833,155.9833,34.03,73.02,105.47,146.78
NYC_2011,34.0,34.07,M,156.0833,155.9833,34.03,73.02,105.47,146.78
NYC_2011,31.0,31.76,M,156.3,156.0333,35.42,74.7,107.53,147.02
NYC_2011,31.0,31.73,M,156.3,156.0333,35.42,74.7,107.53,147.02
NYC_2011,25.0,25.24,M,156.1833,156.1167,36.5,77.62,110.27,148.0
NYC_2011,25.0,25.55,M,156.1833,156.1167,36.5,77.62,110.27,148.0
NYC_2011,31.0,31.8,M,157.55,156.4167,36.78,76.73,108.52,147.45
NYC_2011,38.0,38.33,M,156.4833,156.4833,34.9,74.35,107.47,147.75
NYC_2011,34.0,34.19,M,156.55,156.5333,34.87,74.08,106.13,147.25
NYC_2011,29.0,29.54,M,156.55,156.55,34.67,73.6,106.2,146.8
NYC_2011,45.0,45.08,M,156.6333,156.5833,36.15,78.18,111.48,148.73
NYC_2011,26.0,26.38,M,156.85,156.6167,36.62,77.35,110.13,147.95
NYC_2011,31.0,31.1,M,157.0167,156.65,35.3,74.6,108.08,148.23
NYC_2011,30.0,30.68,M,156.7833,156.75,36.2,76.97,109.9,148.28
NYC_2011,34.0,34.19,M,157.0167,156.9333,34.75,73.95,107.35,148.18
NYC_2011,33.0,33.4,M,157.0667,156.95,34.55,73.55,105.23,147.43
NYC_2011,41.0,41.5,M,157.3667,157.0333,37.22,78.07,111.17,148.83
NYC_2011,35.0,35.82,M,157.3333,157.1167,36.93,77.8,110.15,148.82
NYC_2011,36.0,36.01,M,157.2167,157.2,36.18,76.98,109.68,148.32
NYC_2011,30.0,30.6,F,157.3667,157.3667,35.5,74.93,106.75,147.08
NYC_2011,30.0,30.02,M,157.4833,157.4,35.72,76.22,109.1,148.42
NYC_2011,46.0,46.6,M,157.5,157.4833,37.12,78.4,111.5,149.63
NYC_2011,48.0,48.24,M,157.6,157.5833,36.65,77.78,111.27,149.4
NYC_2011,39.0,39.06,M,157.6167,157.6167,34.5,73.37,106.03,148.0
NYC_2011,37.0,37.64,M,157.7,157.6667,34.93,74.22,107.68,148.57
NYC_2011,23.0,23.52,M,157.95,157.7333,36.8,78.13,111.2,149.45
NYC_2011,31.0,31.79,M,158.0,158.0,0.0,0.0,96.73,149.18
NYC_2011,32.0,32.72,M,158.1,158.0333,37.42,78.22,111.22,149.82
NYC_2011,24.0,24.72,M,158.0667,158.05,33.28,71.02,103.4,148.27
NYC_2011,31.0,31.59,M,158.6,158.1667,37.07,77.47,110.6,149.6
NYC_2011,45.0,45.28,M,158.2333,158.2333,36.0,72.37,107.8,149.97
NYC_2011,29.0,29.04,M,158.4333,158.3333,36.97,77.73,110.97,149.88
NYC_2011,33.0,33.49,M,158.4833,158.4,35.57,74.77,107.32,148.52
NYC_2011,35.0,35.98,M,158.5333,158.4833,35.33,75.12,108.15,149.1
NYC_2011,27.0,27.58,M,158.6833,158.5,36.18,77.17,110.8,149.83
NYC_2011,26.0,26.87,F,158.5333,158.5333,36.12,77.85,111.85,150.57
NYC_2011,34.0,34.52,M,158.8667,158.6833,35.88,76.8,110.05,149.8
NYC_2011,22.0,22.2,M,158.9833,158.7333,36.23,76.92,111.17,150.08
NYC_2011,25.0,25.56,M,158.7667,158.75,36.23,76.03,109.4,150.0
NYC_2011,32.0,32.36,M,158.85,158.8333,36.77,77.8,111.3,150.3
NYC_2011,29.0,29.69,M,159.1167,158.85,35.38,74.7,108.17,149.38
NYC_2011,46.0,46.31,M,158.9833,158.9833,35.68,75.53,108.93,0.0
NYC_2011,25.0,25.52,M,159.0833,159.0,33.73,72.37,106.45,149.57
NYC_2011,40.0,40.29,M,159.1667,159.15,34.87,73.6,105.83,148.82
NYC_2011,33.0,33.83,M,159.25,159.1667,37.7,79.37,112.93,151.02
NYC_2011,43.0,43.23,M,159.3667,159.2833,36.67,77.82,111.7,150.95
NYC_2011,29.0,29.79,M,159.7333,159.3,39.07,80.78,113.82,151.43
NYC_2011,34.0,34.81,M,159.6833,159.3333,36.83,77.32,110.97,150.7
NYC_2011,27.0,27.64,M,159.6,159.5333,36.18,76.18,109.6,150.3
NYC_2011,31.0,31.51,M,159.7833,159.55,35.3,75.25,109.02,150.07
NYC_2011,42.0,42.97,M,159.7,159.6333,37.4,79.25,112.8,151.4
NYC_2011,35.0,35.94,M,159.6833,159.65,35.13,73.62,106.62,150.73
NYC_2011,43.0,43.6,M,159.6667,159.6667,35.7,75.47,107.98,149.52
NYC_2011,29.0,29.2,M,159.7667,159.6833,37.2,77.88,111.33,150.88
NYC_2011,42.0,42.63,M,159.8,159.7,36.97,78.52,112.7,151.67
NYC_2011,31.0,31.02,M,159.95,159.75,38.52,80.32,114.28,151.72
NYC_2011,23.0,23.63,M,160.0,159.7667,36.83,78.53,112.93,151.52
NYC_2011,37.0,37.4,M,159.85,159.8167,36.8,78.43,112.23,151.0
NYC_2011,30.0,30.7,M,159.9333,159.8833,35.88,75.47,108.38,149.8
NYC_2011,29.0,29.99,F,160.1,160.1,37.53,78.67,111.75,151.0
NYC_2011,37.0,37.84,M,160.4833,160.15,37.48,78.73,112.02,151.03
NYC_2011,29.0,29.01,M,160.45,160.2333,36.13,76.17,108.87,150.95
NYC_2011,36.0,36.05,M,160.3333,160.2833,35.72,75.87,109.83,151.32
NYC_2011,50.0,50.75,M,160.5333,160.35,37.57,79.83,113.85,152.0
NYC_2011,25.0,25.95,M,160.6,160.3667,36.47,77.02,110.98,151.52
NYC_2011,32.0,32.56,M,160.3667,160.3667,37.15,78.0,111.03,151.4
NYC_2011,50.0,50.57,M,160.5167,160.4333,37.65,79.0,112.25,151.62
NYC_2011,36.0,36.19,M,160.5833,160.55,35.62,74.93,109.13,151.15
NYC_2011,35.0,35.61,M,160.9333,160.7667,35.48,74.8,108.02,150.6
NYC_2011,32.0,32.24,M,160.9,160.8333,35.9,77.7,112.02,151.98
NYC_2011,38.0,38.71,M,161.0667,160.85,36.88,77.78,111.5,151.58
NYC_2011,31.0,31.96,M,161.3333,160.9167,37.5,77.47,111.97,152.43
NYC_2011,26.0,26.32,M,160.9333,160.9333,36.97,73.62,110.52,152.92
NYC_2011,34.0,34.11,M,161.25,160.9833,36.33,77.35,111.48,151.95
NYC_2011,47.0,47.7,M,161.0667,160.9833,36.72,78.77,112.47,152.08
NYC_2011,27.0,27.9,F,161.0,161.0,36.12,76.82,110.92,151.48
NYC_2011,41.0,41.67,M,161.1,161.0333,37.5,79.03,112.22,152.23
NYC_2011,26.0,26.22,M,161.2,161.1833,35.97,76.45,110.12,152.02
NYC_2011,31.0,31.93,M,161.2833,161.2333,36.6,77.82,111.38,152.15
NYC_2011,38.0,38.74,M,161.7333,161.3,38.22,79.97,113.17,152.07
NYC_2011,26.0,26.47,F,161.35,161.35,34.93,74.93,107.67,151.52
NYC_2011,31.0,31.77,M,161.8333,161.35,38.78,80.33,113.33,152.65
NYC_2011,34.0,34.82,M,161.4,161.3667,34.93,74.35,106.78,0.0
NYC_2011,48.0,48.54,M,161.8667,161.6333,37.25,79.28,113.33,152.9
NYC_2011,27.0,27.77,M,161.7,161.65,36.7,77.77,111.72,153.4
NYC_2011,36.0,36.98,M,161.75,161.65,37.45,78.98,113.05,153.28
NYC_2011,24.0,24.92,M,161.9333,161.75,36.43,77.13,112.05,153.23
NYC_2011,41.0,41.46,M,161.8667,161.7833,37.33,79.88,114.23,153.52
NYC_2011,21.0,21.28,M,161.95,161.95,32.25,66.68,113.45,153.27
NYC_2011,24.0,24.34,M,162.0667,161.95,37.42,78.9,112.15,152.67
NYC_2011,27.0,27.94,M,161.9833,161.95,37.25,79.37,113.1,153.35
NYC_2011,28.0,28.25,M,162.1333,162.0167,35.68,75.92,108.63,153.07
NYC_2011,41.0,41.46,M,162.2,162.1167,35.67,75.92,109.68,152.07
NYC_2011,25.0,25.1,M,162.5667,162.3333,36.9,78.38,112.2,152.65
NYC_2011,31.0,31.03,M,162.3667,162.35,36.62,78.2,112.42,153.47
NYC_2011,35.0,35.42,M,162.5,162.3667,35.6,76.2,110.98,153.27
NYC_2011,30.0,30.34,M,162.6167,162.4833,37.43,79.27,113.5,153.55
NYC_2011,25.0,25.23,M,162.8833,162.5,35.95,75.97,109.42,152.63
NYC_2011,41.0,41.26,M,162.5333,162.5,38.0,79.92,113.67,153.63
NYC_2011,36.0,36.65,M,162.7,162.6,37.68,79.35,112.92,153.05
NYC_2011,39.0,39.44,M,162.7333,162.6667,37.07,79.27,113.38,0.0
NYC_2011,22.0,22.06,M,162.9333,162.7,37.57,79.22,113.2,153.52
NYC_2011,29.0,29.4,F,162.7333,162.7333,37.48,79.58,114.5,154.28
NYC_2011,36.0,36.01,M,163.1333,162.7667,39.18,81.43,115.55,154.48
NYC_2011,30.0,30.15,M,162.9333,162.8667,33.6,71.48,104.62,153.25
NYC_2011,32.0,32.83,M,162.9167,162.9167,33.7,72.37,109.12,152.92
NYC_2011,41.0,41.63,M,163.2167,162.95,34.62,72.5,105.83,151.83
NYC_2011,37.0,37.25,M,163.0167,162.95,37.42,79.95,114.78,154.38
NYC_2011,25.0,25.29,M,163.0167,162.9667,37.65,79.38,113.22,153.87
NYC_2011,39.0,39.71,M,163.0333,163.0167,36.63,81.33,115.33,154.8
NYC_2011,29.0,29.37,M,163.1333,163.0333,37.6,80.27,114.5,154.6
NYC_2011,42.0,42.1,M,163.2333,163.0667,37.28,78.7,113.13,154.25
NYC_2011,35.0,35.2,M,163.5,163.1167,39.18,81.43,115.53,154.5
NYC_2011,46.0,46.84,M,163.3667,163.15,36.88,78.92,113.23,154.12
NYC_2011,54.0,54.16,M,163.4333,163.15,37.2,78.53,112.9,154.2
NYC_2011,35.0,35.97,M,163.1667,163.1667,35.68,75.53,109.38,153.03
NYC_2011,39.0,39.42,M,163.3333,163.3,34.13,73.37,107.8,154.77
NYC_2011,54.0,54.42,M,163.4167,163.35,37.75,80.0,114.55,154.55
NYC_2011,27.0,27.27,M,163.7833,163.4167,37.83,79.87,114.2,154.62
NYC_2011,46.0,46.87,M,163.6667,163.4833,38.18,80.63,114.72,154.75
NYC_2011,35.0,35.01,M,163.7667,163.5167,38.45,81.33,115.42,154.65
NYC_2011,40.0,40.76,M,163.5833,163.5833,37.82,80.3,115.43,0.0
NYC_2011,26.0,26.2,M,164.0833,163.5833,38.78,80.32,113.32,154.3
NYC_2011,45.0,45.22,M,163.7333,163.6333,36.92,78.25,113.33,154.6
NYC_2011,31.0,31.14,M,163.9167,163.6667,37.63,79.95,114.15,154.57
NYC_2011,38.0,38.26,M,163.7167,163.6833,37.63,80.07,114.53,154.43
NYC_2011,35.0,35.57,M,163.8833,163.6833,38.2,80.12,114.63,155.38
NYC_2011,28.0,28.62,M,163.9,163.7,38.15,80.45,115.35,155.37
NYC_2011,42.0,42.55,M,164.0,163.7167,37.48,79.77,114.85,155.35
NYC_2011,39.0,39.03,M,164.0,163.75,37.43,78.78,112.2,153.68
NYC_2011,44.0,44.14,M,163.8333,163.7833,37.77,79.58,114.38,155.07
NYC_2011,25.0,25.63,M,164.1,163.8333,38.2,80.27,114.05,154.57
NYC_2011,33.0,33.23,M,164.4,163.8667,37.1,78.28,112.73,154.22
NYC_2011,30.0,30.3,M,164.1167,163.9,36.9,79.37,114.4,155.15
NYC_2011,28.0,28.17,M,164.15,163.9333,38.37,80.37,114.17,154.72
NYC_2011,28.0,28.14,M,164.3,164.0,34.78,74.42,108.92,154.28
NYC_2011,32.0,32.13,M,164.35,164.05,36.55,78.05,112.95,154.75
NYC_2011,28.0,28.56,M,164.1667,164.05,37.68,79.4,111.78,152.13
NYC_2011,47.0,47.26,M,164.3167,164.1333,38.07,80.17,114.87,155.3
NYC_2011,25.0,25.06,M,164.25,164.1833,36.7,77.65,111.98,154.23
NYC_2011,32.0,32.84,M,164.2167,164.2167,38.85,78.4,114.38,155.72
NYC_2011,41.0,41.62,M,164.4,164.3167,37.03,78.62,113.02,154.6
NYC_2011,47.0,47.3,M,164.4333,164.3667,37.42,79.95,114.78,155.3
NYC_2011,22.0,22.0,F,164.4167,164.4167,37.22,78.32,112.62,155.07
NYC_2011,33.0,33.77,M,164.7167,164.4667,38.95,81.93,116.85,156.27
NYC_2011,28.0,28.71,M,165.0,164.5333,38.8,80.97,115.63,155.8
NYC_2011,21.0,21.6,M,164.6667,164.5333,37.17,78.63,112.62,154.9
NYC_2011,30.0,30.58,M,164.7,164.6167,38.6,81.88,117.08,156.27
NYC_2011,35.0,35.82,M,164.8667,164.6333,36.93,79.17,113.87,156.2
NYC_2011,28.0,28.87,M,164.7,164.65,38.3,81.95,117.2,156.65
NYC_2011,39.0,39.05,M,164.8,164.6833,37.0,79.78,114.25,155.87
NYC_2011,29.0,29.11,M,164.75,164.7167,38.18,81.17,117.07,156.48
NYC_2011,22.0,22.8,M,164.75,164.75,37.03,76.43,113.4,156.13
NYC_2011,27.0,27.33,M,165.2333,164.8,35.6,75.62,111.07,155.3
NYC_2011,30.0,30.68,M,165.05,164.85,37.32,80.22,115.23,156.38
NYC_2011,29.0,29.72,M,164.9833,164.8667,39.25,81.73,115.63,155.82
NYC_2011,33.0,33.92,M,164.8833,164.8833,37.37,79.33,113.23,154.8
NYC_2011,45.0,45.03,M,164.9667,164.9167,37.0,78.58,112.95,155.55
NYC_2011,40.0,40.45,M,165.35,165.0,38.35,81.0,115.47,156.08
NYC_2011,40.0,40.02,M,165.4167,165.05,38.65,81.47,116.6,156.65
NYC_2011,27.0,27.96,M,165.3167,165.05,35.48,75.37,108.98,154.32
NYC_2011,31.0,31.83,M,165.2333,165.0667,36.07,77.25,111.38,154.58
NYC_2011,26.0,26.9,M,165.45,165.1,38.62,81.68,116.27,156.43
NYC_2011,33.0,33.65,M,165.2333,165.1,35.83,77.7,114.15,156.1
NYC_2011,35.0,35.95,M,165.2167,165.2167,37.03,77.4,115.38,157.07
NYC_2011,28.0,28.07,M,165.6833,165.3,38.23,81.45,116.57,156.8
NYC_2011,39.0,39.62,M,165.4,165.3333,37.03,78.92,113.37,156.07
NYC_2011,30.0,30.44,M,165.35,165.3333,37.12,77.98,111.58,154.92
NYC_2011,50.0,50.92,M,165.6167,165.3667,37.63,80.62,116.03,156.93
NYC_2011,50.0,50.24,M,165.5167,165.4167,36.37,77.92,112.72,155.63
NYC_2011,36.0,36.95,M,165.5,165.4167,38.07,80.85,115.52,156.35
NYC_2011,29.0,29.43,M,165.6,165.4333,34.28,73.85,108.72,153.92
NYC_2011,41.0,41.75,M,165.6833,165.5,37.95,80.6,116.03,156.93
NYC_2011,24.0,24.43,M,165.55,165.55,37.82,79.7,114.48,156.3
NYC_2011,47.0,47.82,M,165.8,165.6333,39.3,80.42,114.3,155.78
NYC_2011,38.0,38.67,M,165.65,165.65,35.67,75.63,109.12,155.47
NYC_2011,29.0,29.3,M,166.1,165.7833,38.68,80.78,115.03,155.22
NYC_2011,22.0,22.42,M,165.7833,165.7833,33.65,71.08,103.77,155.67
NYC_2011,40.0,40.07,M,165.95,165.8,0.0,82.33,117.8,0.0
NYC_2011,29.0,29.05,M,165.9167,165.8333,39.82,83.23,117.77,157.7
NYC_2011,37.0,37.46,M,165.9667,165.8333,37.57,80.07,114.68,156.13
NYC_2011,43.0,43.55,M,165.9,165.8833,37.57,80.1,115.3,156.72
NYC_2011,33.0,33.67,M,166.1667,165.9333,37.48,78.38,111.23,156.38
NYC_2011,25.0,25.2,M,165.9667,165.9333,36.52,77.77,114.0,156.8
NYC_2011,24.0,24.13,M,166.15,165.9833,37.27,79.25,114.92,156.75
NYC_2011,36.0,36.74,M,166.0833,165.9833,36.45,76.68,109.68,155.97
NYC_2011,40.0,40.17,M,166.0,166.0,35.7,74.3,110.9,156.35
NYC_2011,26.0,26.94,M,166.0167,166.0,36.2,77.45,111.0,156.57
NYC_2011,26.0,26.2,M,166.15,166.0333,38.47,80.47,115.0,156.72
NYC_2011,32.0,32.27,M,166.3,166.05,37.65,78.83,113.28,156.03
NYC_2011,34.0,34.63,M,166.2333,166.05,37.13,79.05,114.4,156.93
NYC_2011,35.0,35.49,F,166.0833,166.0833,37.88,81.03,116.65,157.13
NYC_2011,41.0,41.73,M,166.1667,166.1,37.48,79.78,115.03,157.0
NYC_2011,36.0,36.42,M,166.3,166.1167,38.87,82.58,117.65,157.43
NYC_2011,33.0,33.79,M,166.3,166.1167,38.28,80.05,114.38,156.57
NYC_2011,37.0,37.31,M,166.6,166.15,38.23,80.17,114.93,156.55
NYC_2011,31.0,31.1,F,166.2,166.2,36.98,79.58,114.5,156.75
NYC_2011,30.0,30.18,M,166.3333,166.2333,37.52,80.2,115.67,157.27
