marathon,age,ageRand,gender,clocktime,chiptime,split_10k,split_half,split_30k,split_40k
NYC_2011,40.0,40.13,F,223.2,221.3333,44.38,99.65,149.35,209.42
NYC_2011,37.0,37.6,M,281.5167,221.35,47.8,104.12,151.82,209.43
NYC_2011,53.0,53.31,M,222.8167,221.35,47.97,102.38,149.25,209.0
NYC_2011,45.0,45.08,F,225.6333,221.35,51.08,107.53,153.8,209.63
NYC_2011,46.0,46.94,M,282.65,221.35,50.9,106.98,154.18,209.83
NYC_2011,31.0,31.58,F,223.9833,221.35,49.17,104.43,152.65,210.17
NYC_2011,41.0,41.37,F,223.6,221.35,50.15,107.15,154.4,209.43
NYC_2011,45.0,45.95,M,222.9667,221.3667,52.25,109.45,155.65,209.35
NYC_2011,45.0,45.78,M,252.3167,221.3667,48.35,104.02,151.33,209.82
NYC_2011,31.0,31.94,F,223.3667,221.3833,50.13,107.6,154.18,209.33
NYC_2011,50.0,50.01,M,222.15,221.3833,46.97,101.2,149.35,208.48
NYC_2011,30.0,30.64,F,254.9833,221.4,50.23,106.3,153.78,209.73
NYC_2011,57.0,57.6,M,286.6667,221.4,50.58,105.15,151.68,208.3
NYC_2011,26.0,26.93,M,221.6833,221.4,43.53,93.07,135.8,205.72
NYC_2011,35.0,35.23,M,252.4833,221.4167,50.2,105.52,151.35,209.37
NYC_2011,24.0,24.33,M,222.2667,221.4167,46.28,98.2,148.52,209.3
NYC_2011,37.0,37.12,M,223.2667,221.4167,52.02,110.8,156.73,209.82
NYC_2011,34.0,34.53,M,252.0333,221.4333,51.2,109.13,156.28,209.55
NYC_2011,49.0,49.83,M,225.1167,221.4333,48.98,103.37,149.57,208.83
NYC_2011,44.0,44.99,M,225.3167,221.4333,50.72,108.35,154.4,208.9
NYC_2011,57.0,57.61,M,255.6333,221.45,51.95,108.9,155.47,209.9
NYC_2011,38.0,38.53,M,222.2667,221.45,44.77,95.18,143.32,207.67
NYC_2011,27.0,27.84,F,253.9167,221.45,51.83,108.7,155.52,210.0
NYC_2011,47.0,47.75,F,225.0333,221.45,50.48,107.82,155.2,210.03
NYC_2011,45.0,45.72,M,222.5667,221.45,50.78,107.85,155.1,209.6
NYC_2011,46.0,46.35,M,223.3333,221.45,47.73,104.83,153.02,209.07
NYC_2011,56.0,56.9,M,224.3,221.4667,50.55,105.02,150.73,208.58
NYC_2011,51.0,51.87,M,223.05,221.4667,44.98,96.88,143.23,207.35
NYC_2011,57.0,57.02,M,222.5167,221.4667,48.6,105.37,152.38,209.1
NYC_2011,42.0,42.64,F,223.2833,221.4667,49.07,105.42,153.1,209.7
NYC_2011,27.0,27.09,F,225.3,221.4667,49.58,104.2,154.75,209.9
NYC_2011,29.0,29.93,M,223.1833,221.4833,48.77,105.5,153.28,210.2
NYC_2011,37.0,37.38,M,254.8,221.4833,51.77,109.37,155.18,210.65
NYC_2011,63.0,63.01,M,225.1833,221.4833,51.97,108.38,154.97,209.8
NYC_2011,30.0,30.78,M,222.4333,221.4833,50.6,108.5,155.28,210.02
NYC_2011,44.0,44.99,F,283.9833,221.5,48.18,103.13,150.55,208.97
NYC_2011,48.0,48.46,M,251.7667,221.5,47.87,105.67,151.92,209.25
NYC_2011,28.0,28.92,M,253.5167,221.5,51.95,108.93,155.38,209.55
NYC_2011,51.0,51.49,M,281.8667,221.5,46.92,105.85,152.88,210.23
NYC_2011,52.0,52.02,M,223.3,221.5,46.72,101.17,149.5,207.77
NYC_2011,44.0,44.34,M,223.9167,221.5167,49.68,106.4,154.53,209.88
NYC_2011,37.0,37.03,F,252.85,221.5167,50.85,107.73,154.97,209.5
NYC_2011,36.0,36.95,F,281.8167,221.5167,49.72,108.18,155.32,210.2
NYC_2011,27.0,27.27,F,282.9,221.5333,49.52,105.28,151.57,208.85
NYC_2011,55.0,55.56,M,222.0333,221.5333,45.9,99.35,145.55,208.08
NYC_2011,21.0,21.77,M,223.05,221.5333,44.72,96.55,143.22,207.63
NYC_2011,31.0,31.34,F,253.5333,221.55,49.6,106.05,152.77,209.65
NYC_2011,27.0,27.14,M,283.3167,221.55,49.87,103.1,151.23,209.18
NYC_2011,62.0,62.96,M,224.2333,221.55,48.77,103.87,150.82,207.77
NYC_2011,35.0,35.39,M,253.6,221.55,50.15,102.83,148.83,208.85
NYC_2011,56.0,56.4,M,223.8167,221.55,50.63,106.72,152.65,208.57
NYC_2011,33.0,33.39,M,224.6833,221.55,50.73,106.73,152.62,209.12
NYC_2011,52.0,52.22,M,221.5667,221.5667,47.28,99.35,146.9,208.52
NYC_2011,40.0,40.83,M,222.0833,221.5667,45.78,99.32,145.87,207.63
NYC_2011,50.0,50.17,F,222.4833,221.5667,49.92,106.0,152.32,208.97
NYC_2011,41.0,41.05,M,223.95,221.5667,49.98,104.07,150.1,208.83
NYC_2011,28.0,28.57,M,222.5,221.5833,44.13,92.47,134.55,204.43
NYC_2011,21.0,21.79,M,254.8333,221.5833,52.38,110.6,157.68,211.23
NYC_2011,41.0,41.74,M,252.9333,221.5833,50.4,105.57,150.97,208.62
NYC_2011,44.0,44.53,F,225.3833,221.6,51.12,109.1,155.5,209.92
NYC_2011,55.0,55.49,M,224.0,221.6,48.82,104.48,150.13,207.53
NYC_2011,33.0,33.19,M,255.9,221.6167,53.55,112.4,158.93,210.48
NYC_2011,38.0,38.44,M,222.4833,221.6167,46.57,100.73,148.67,209.45
NYC_2011,26.0,26.49,M,252.9833,221.6167,51.05,107.23,153.62,209.67
NYC_2011,29.0,29.84,M,282.9167,221.6167,54.0,110.78,157.22,210.32
NYC_2011,40.0,40.37,M,223.8667,221.6167,48.73,104.37,152.57,210.05
NYC_2011,35.0,35.5,M,253.55,221.6167,51.63,108.08,154.63,209.53
NYC_2011,36.0,36.42,M,222.85,221.6333,47.27,101.95,150.93,209.33
NYC_2011,49.0,49.44,M,222.2333,221.6333,45.8,99.55,152.08,209.08
NYC_2011,30.0,30.72,M,254.4167,221.6333,49.27,104.53,150.78,208.73
NYC_2011,37.0,37.58,M,223.2167,221.6333,46.23,98.5,146.08,208.93
NYC_2011,53.0,53.45,M,254.4167,221.65,51.15,103.95,150.95,208.23
NYC_2011,33.0,33.79,M,224.3833,221.65,49.47,105.3,152.45,209.58
NYC_2011,30.0,30.93,M,224.95,221.65,51.42,106.27,152.13,207.77
NYC_2011,44.0,44.02,M,223.3167,221.6667,44.23,96.8,143.27,206.7
NYC_2011,31.0,32.0,M,223.6333,221.6667,52.63,110.97,156.92,210.88
NYC_2011,38.0,38.28,M,281.8,221.6667,48.28,104.68,152.12,210.0
NYC_2011,49.0,49.86,M,223.65,221.6667,50.62,107.25,154.73,209.47
NYC_2011,41.0,41.12,M,223.3833,221.6667,49.65,103.98,149.98,207.17
NYC_2011,44.0,44.98,M,224.4333,221.6667,50.03,106.42,154.73,210.15
NYC_2011,40.0,40.59,M,225.35,221.6667,51.0,106.82,153.13,209.3
NYC_2011,50.0,50.01,M,222.2833,221.6833,45.22,98.35,145.05,208.48
NYC_2011,47.0,47.3,M,222.5333,221.7,49.3,104.93,150.58,208.77
NYC_2011,41.0,41.91,M,224.9,221.7,50.83,106.93,153.03,209.35
NYC_2011,46.0,46.86,F,256.5667,221.7,53.08,110.52,156.83,210.43
NYC_2011,59.0,59.52,M,222.1,221.7,48.25,105.3,152.47,209.33
NYC_2011,32.0,32.74,F,224.4,221.7167,51.0,107.05,153.95,209.78
NYC_2011,46.0,46.38,M,223.1833,221.7167,51.7,107.95,154.58,209.35
NYC_2011,55.0,55.0,M,222.9167,221.7333,50.02,109.35,156.87,210.12
NYC_2011,38.0,38.19,M,223.35,221.7333,47.65,103.38,150.65,209.35
NYC_2011,37.0,37.95,F,256.85,221.7333,50.97,109.85,158.08,211.05
NYC_2011,56.0,56.13,M,223.55,221.7333,48.22,100.48,146.55,209.22
NYC_2011,53.0,53.6,M,254.0333,221.75,52.62,110.22,156.55,210.63
NYC_2011,50.0,50.4,M,223.5167,221.75,52.82,110.57,157.12,210.23
NYC_2011,50.0,50.31,M,223.0833,221.75,47.98,103.1,149.7,208.27
NYC_2011,50.0,50.67,M,222.65,221.75,47.0,98.87,145.48,208.82
NYC_2011,46.0,46.9,F,223.5833,221.75,50.03,105.65,151.75,209.43
NYC_2011,55.0,55.01,M,252.4667,221.75,49.18,104.47,150.72,209.58
NYC_2011,55.0,55.51,M,225.1333,221.75,53.02,110.52,157.15,210.38
NYC_2011,37.0,37.55,M,224.4167,221.7667,49.0,103.45,148.22,209.13
NYC_2011,29.0,29.68,M,226.4833,221.7667,51.48,108.83,154.82,209.72
NYC_2011,49.0,49.79,M,224.45,221.7667,49.9,106.7,154.73,209.95
NYC_2011,34.0,34.84,M,223.45,221.7667,48.62,104.03,150.82,207.98
NYC_2011,35.0,35.08,M,224.7833,221.7667,49.78,105.32,151.63,209.8
NYC_2011,61.0,61.5,M,224.4833,221.7833,49.93,106.48,154.72,209.8
NYC_2011,57.0,57.83,M,223.6667,221.7833,49.42,107.0,154.63,209.73
NYC_2011,62.0,62.88,M,223.75,221.7833,50.22,107.27,154.32,209.77
NYC_2011,42.0,42.19,M,253.7667,221.7833,53.45,112.63,158.93,211.53
NYC_2011,39.0,39.59,M,223.3667,221.7833,51.08,108.93,155.6,209.98
NYC_2011,38.0,38.01,M,223.3667,221.7833,51.08,108.93,155.6,209.98
NYC_2011,37.0,37.5,F,225.2167,221.8,51.57,108.55,156.1,210.32
NYC_2011,51.0,51.29,M,224.95,221.8,50.57,107.98,156.0,210.6
NYC_2011,49.0,49.97,M,224.9333,221.8,50.35,106.77,153.83,210.07
NYC_2011,40.0,40.67,M,254.0667,221.8,51.87,109.17,154.87,209.87
NYC_2011,44.0,44.5,F,223.7333,221.8,47.95,104.52,152.88,209.82
NYC_2011,54.0,54.28,F,222.7667,221.8,48.6,104.2,151.6,208.82
NYC_2011,39.0,39.32,M,223.3833,221.8167,48.52,103.43,149.67,208.65
NYC_2011,21.0,21.19,M,223.45,221.8167,47.03,98.97,148.35,210.45
NYC_2011,56.0,56.81,M,253.4167,221.8333,55.35,111.78,157.98,210.87
NYC_2011,50.0,50.71,M,252.3833,221.8333,51.33,105.73,151.27,209.65
NYC_2011,41.0,41.49,F,222.2,221.8333,50.42,107.77,155.52,210.8
NYC_2011,24.0,24.57,F,224.7833,221.8333,47.97,101.45,149.67,209.0
NYC_2011,29.0,29.49,F,252.7667,221.8333,51.05,106.98,153.68,209.47
NYC_2011,38.0,38.45,F,226.4833,221.8333,48.25,103.42,149.9,209.98
NYC_2011,60.0,60.39,M,254.5667,221.85,51.05,106.93,152.85,209.28
NYC_2011,51.0,51.52,M,224.5333,221.85,51.05,109.47,157.85,210.63
NYC_2011,35.0,35.92,M,252.3667,221.85,48.82,105.38,152.1,209.45
NYC_2011,36.0,37.0,M,226.3667,221.85,52.05,110.52,158.72,210.87
NYC_2011,49.0,49.9,M,225.55,221.85,48.27,102.6,147.77,208.65
NYC_2011,34.0,34.7,M,225.8167,221.85,51.2,109.32,157.02,210.97
NYC_2011,48.0,48.27,M,255.0667,221.85,53.07,110.25,155.73,209.42
NYC_2011,40.0,40.12,F,226.2167,221.85,50.6,108.0,154.95,210.13
NYC_2011,42.0,42.3,M,223.4833,221.8667,48.35,105.0,152.38,209.02
NYC_2011,46.0,46.38,M,224.8833,221.8667,51.6,109.4,155.77,210.43
NYC_2011,26.0,26.49,M,223.35,221.8667,49.85,105.55,151.8,209.03
NYC_2011,32.0,32.84,F,223.8667,221.8667,49.65,107.97,155.07,210.18
NYC_2011,25.0,25.16,M,222.7833,221.8833,48.7,103.32,151.13,209.33
NYC_2011,44.0,44.18,M,223.4,221.8833,51.68,111.02,158.52,211.35
NYC_2011,36.0,36.5,M,224.4,221.9,48.22,102.32,147.82,206.25
NYC_2011,52.0,52.04,M,223.1167,221.9,47.3,103.23,150.48,209.5
NYC_2011,48.0,48.87,M,224.35,221.9167,50.05,106.85,154.05,210.1
NYC_2011,40.0,40.83,M,224.1333,221.9167,50.28,104.87,151.77,210.53
NYC_2011,36.0,36.43,M,226.1833,221.9167,50.02,106.23,151.47,207.62
NYC_2011,55.0,55.92,M,223.35,221.9333,50.67,107.53,154.3,209.28
NYC_2011,36.0,36.05,M,224.6667,221.9333,49.98,104.77,150.95,209.4
NYC_2011,34.0,34.97,F,224.6333,221.9333,51.0,107.93,154.38,209.93
NYC_2011,41.0,41.55,F,223.7833,221.9333,48.83,104.78,151.78,209.07
NYC_2011,60.0,60.96,M,225.4167,221.95,49.95,105.68,153.03,209.67
NYC_2011,36.0,36.69,M,222.7833,221.95,45.72,100.13,149.05,209.5
NYC_2011,56.0,56.32,M,225.8167,221.95,51.87,107.73,153.62,209.45
NYC_2011,54.0,54.59,M,223.7,221.95,50.72,107.23,155.3,210.05
NYC_2011,51.0,51.27,M,224.45,221.9667,50.7,107.7,154.15,209.63
NYC_2011,46.0,46.03,M,252.3667,221.9667,51.15,108.05,154.63,209.52
NYC_2011,39.0,39.69,M,225.45,221.9667,52.43,110.47,157.92,210.83
NYC_2011,29.0,29.14,M,223.9667,221.9833,50.75,104.72,148.97,209.22
NYC_2011,40.0,40.76,F,252.6333,221.9833,52.68,110.23,156.18,210.27
NYC_2011,41.0,41.96,F,255.6,221.9833,53.42,109.83,156.22,210.5
NYC_2011,35.0,35.04,M,252.5667,221.9833,52.23,109.47,155.33,209.67
NYC_2011,42.0,42.03,M,223.3167,221.9833,50.43,106.88,152.18,208.58
NYC_2011,40.0,40.5,F,226.3833,222.0,51.62,109.25,156.02,210.3
NYC_2011,30.0,30.5,F,222.0,222.0,0.0,0.0,0.0,0.0
NYC_2011,52.0,52.09,M,225.1167,222.0,48.28,103.25,148.5,209.23
NYC_2011,48.0,48.7,M,253.45,222.0,50.87,109.65,155.4,209.92
NYC_2011,32.0,32.06,M,222.8,222.0,45.33,97.25,145.52,207.33
NYC_2011,42.0,42.62,F,225.1,222.0,0.0,0.0,0.0,0.0
NYC_2011,40.0,40.63,F,224.5333,222.0,49.73,106.85,154.28,209.88
NYC_2011,42.0,42.94,M,253.0333,222.0,47.05,102.08,149.18,209.33
NYC_2011,35.0,35.86,M,223.1333,222.0,45.43,98.07,144.3,208.13
NYC_2011,31.0,31.73,M,257.95,222.0167,51.4,107.02,151.95,208.37
NYC_2011,40.0,40.39,M,225.3167,222.0167,50.67,107.3,155.3,210.6
NYC_2011,32.0,32.55,F,223.6167,222.0167,47.08,101.62,148.05,209.95
NYC_2011,46.0,46.71,M,225.0167,222.0333,49.87,105.17,151.93,209.75
NYC_2011,35.0,35.23,M,254.0333,222.0333,53.13,110.22,156.42,210.22
NYC_2011,50.0,50.43,M,225.45,222.0333,47.48,102.57,150.4,209.65
NYC_2011,48.0,48.42,F,224.95,222.0333,50.0,107.17,153.97,209.57
NYC_2011,35.0,35.53,M,253.25,222.0333,50.45,106.18,151.57,208.03
NYC_2011,33.0,33.44,F,223.1167,222.05,49.28,106.23,153.45,209.62
NYC_2011,43.0,43.7,M,222.2167,222.05,40.83,87.08,135.08,206.57
NYC_2011,36.0,36.69,M,223.5333,222.05,48.93,103.68,148.98,207.75
NYC_2011,38.0,38.5,M,254.4333,222.05,52.3,110.3,155.72,210.27
NYC_2011,44.0,44.01,M,222.9833,222.05,49.92,107.15,155.27,210.68
NYC_2011,39.0,39.53,M,223.1667,222.05,47.15,101.7,148.9,209.9
NYC_2011,36.0,36.05,M,225.9,222.0667,50.8,107.82,153.75,210.98
NYC_2011,55.0,55.8,M,224.4,222.0667,48.27,101.47,150.47,209.72
NYC_2011,51.0,51.16,M,223.3833,222.0667,49.0,104.63,151.7,209.58
NYC_2011,33.0,33.54,M,224.05,222.0833,50.72,105.73,150.47,209.1
NYC_2011,38.0,38.75,F,224.3333,222.0833,52.17,109.87,156.3,210.37
NYC_2011,45.0,45.33,M,225.1833,222.0833,52.53,111.13,157.98,210.93
NYC_2011,25.0,25.88,M,224.9667,222.0833,49.78,103.7,149.17,209.42
NYC_2011,21.0,21.97,M,222.35,222.0833,42.4,91.58,135.7,206.08
NYC_2011,34.0,34.81,M,222.8,222.1,49.82,106.22,153.3,209.87
NYC_2011,41.0,41.65,F,223.4,222.1,48.47,104.42,151.82,209.7
NYC_2011,43.0,43.97,M,223.3667,222.1,48.92,105.48,152.48,209.7
NYC_2011,31.0,31.02,M,222.3333,222.1,44.72,97.35,144.5,208.08
NYC_2011,52.0,52.25,M,225.7833,222.1,49.95,106.27,153.05,210.02
NYC_2011,39.0,39.84,F,253.2333,222.1167,48.92,104.92,152.98,210.28
NYC_2011,38.0,38.86,M,224.05,222.1167,50.25,109.08,156.37,210.65
NYC_2011,40.0,40.37,M,224.05,222.1167,50.23,109.07,156.35,210.65
NYC_2011,45.0,45.57,F,224.4667,222.1167,49.85,105.53,151.82,209.67
NYC_2011,37.0,37.76,F,252.4,222.1333,49.7,106.5,153.88,210.58
NYC_2011,36.0,36.64,F,223.05,222.1333,49.7,105.85,152.37,209.63
NYC_2011,30.0,30.77,M,254.1667,222.1333,53.7,111.9,158.63,210.88
NYC_2011,57.0,57.46,M,225.6333,222.1333,51.57,109.5,156.27,210.88
NYC_2011,46.0,46.26,F,224.4833,222.1333,49.35,105.3,152.5,209.7
NYC_2011,31.0,31.21,M,225.5833,222.1333,50.82,107.8,153.57,209.58
NYC_2011,41.0,41.31,M,223.4667,222.15,51.45,109.45,156.72,210.65
NYC_2011,49.0,49.2,F,224.0167,222.1667,53.02,108.35,155.28,209.9
NYC_2011,43.0,43.78,F,255.5667,222.1667,52.18,109.03,155.95,210.27
NYC_2011,32.0,32.07,F,224.4667,222.1667,52.2,109.3,156.03,210.48
NYC_2011,43.0,43.33,M,254.1167,222.1667,54.08,112.3,159.18,211.12
NYC_2011,39.0,39.88,F,225.9667,222.1667,52.18,109.45,155.47,209.28
NYC_2011,36.0,36.05,F,225.2667,222.1667,50.65,108.03,156.07,211.05
NYC_2011,32.0,32.54,M,252.6833,222.1667,49.35,104.9,152.1,209.48
NYC_2011,36.0,36.46,F,254.8167,222.1833,51.82,108.73,155.47,209.93
NYC_2011,46.0,46.83,M,256.3333,222.1833,50.82,104.97,150.85,209.43
NYC_2011,54.0,54.14,M,225.35,222.1833,48.07,101.73,147.2,208.22
NYC_2011,33.0,33.26,M,222.3833,222.1833,48.52,103.68,154.65,210.67
NYC_2011,45.0,45.79,M,225.35,222.1833,49.65,105.02,152.12,209.97
NYC_2011,56.0,56.41,M,252.8167,222.2,51.8,109.88,156.05,210.25
NYC_2011,51.0,51.16,M,223.6333,222.2,48.5,104.23,150.9,210.17
NYC_2011,41.0,41.24,M,253.7333,222.2,54.28,113.22,159.95,211.87
NYC_2011,36.0,36.63,M,224.2833,222.2,49.87,106.58,153.85,210.47
NYC_2011,34.0,34.15,M,223.1333,222.2167,44.7,95.05,142.37,207.3
NYC_2011,18.0,18.98,M,283.9167,222.2167,43.78,96.03,144.57,209.58
NYC_2011,36.0,36.7,F,225.1167,222.2167,48.53,103.62,149.6,207.88
NYC_2011,31.0,31.08,M,224.4667,222.2167,45.7,98.13,148.1,209.17
NYC_2011,41.0,41.64,F,223.55,222.2333,50.82,108.7,156.68,210.73
NYC_2011,38.0,38.36,M,222.95,222.2333,48.3,102.65,147.5,208.07
NYC_2011,48.0,48.95,F,224.7833,222.25,50.3,105.78,153.45,209.63
NYC_2011,50.0,50.71,M,252.5833,222.25,48.33,103.08,151.32,209.6
NYC_2011,31.0,31.55,M,227.0,222.25,49.62,105.15,151.88,210.23
NYC_2011,35.0,35.2,F,223.5833,222.25,51.07,108.98,156.63,210.9
NYC_2011,47.0,47.15,F,252.8167,222.25,52.75,112.18,158.95,211.72
NYC_2011,50.0,50.31,F,225.05,222.2667,49.93,105.43,152.97,210.43
NYC_2011,44.0,44.02,M,255.2,222.2667,48.85,104.08,151.43,209.57
NYC_2011,43.0,43.67,M,223.4833,222.2667,50.77,108.32,155.92,210.98
NYC_2011,44.0,44.91,F,224.55,222.2667,49.15,104.92,152.6,209.62
NYC_2011,36.0,36.22,F,225.7833,222.2833,47.85,102.88,151.35,209.18
NYC_2011,41.0,41.35,M,224.1,222.2833,49.5,106.45,153.83,209.97
NYC_2011,42.0,42.37,M,223.5,222.2833,50.77,108.32,155.93,211.0
NYC_2011,40.0,40.43,M,223.3,222.2833,48.9,104.1,149.62,210.27
NYC_2011,51.0,51.8,M,253.1167,222.2833,52.95,108.13,152.32,208.63
NYC_2011,34.0,34.25,F,223.8,222.2833,48.0,102.73,151.38,210.53
NYC_2011,48.0,48.91,M,252.5333,222.2833,46.67,102.48,150.65,209.28
NYC_2011,46.0,46.73,F,224.0833,222.2833,50.05,106.52,154.03,209.87
NYC_2011,44.0,44.21,M,223.8333,222.3,48.53,102.68,148.82,208.68
NYC_2011,53.0,53.12,F,232.3667,222.3,51.08,109.75,156.75,210.83
NYC_2011,36.0,36.55,F,232.3667,222.3,51.1,110.75,156.75,210.83
NYC_2011,45.0,45.03,F,222.3,222.3,0.0,0.0,0.0,0.0
NYC_2011,40.0,40.5,M,253.4333,222.3,48.3,104.18,148.55,210.02
NYC_2011,37.0,37.96,M,255.6333,222.3,48.97,102.97,149.12,210.53
NYC_2011,53.0,53.95,M,232.3667,222.3,51.1,109.75,156.77,210.83
NYC_2011,37.0,37.0,M,224.45,222.3,49.17,107.95,155.12,209.92
NYC_2011,32.0,32.01,M,224.1,222.3167,48.72,103.45,150.72,209.07
NYC_2011,35.0,35.84,M,225.6833,222.3167,50.07,106.4,152.03,210.52
NYC_2011,40.0,40.29,M,257.2833,222.3167,49.68,105.63,150.92,209.33
NYC_2011,50.0,50.14,M,223.9833,222.3167,50.37,108.02,154.45,209.95
NYC_2011,43.0,43.36,M,225.5167,222.3167,51.68,108.03,154.62,210.08
NYC_2011,46.0,46.47,F,225.3667,222.3167,50.53,106.72,152.55,209.67
NYC_2011,40.0,40.53,M,223.5333,222.3167,47.62,100.93,149.4,209.8
NYC_2011,58.0,58.89,M,222.9833,222.3333,43.58,93.15,139.8,208.02
NYC_2011,35.0,35.42,F,253.7333,222.3333,48.78,103.88,153.0,209.87
NYC_2011,63.0,63.5,M,223.7667,222.3333,50.63,108.98,157.08,211.2
NYC_2011,41.0,41.35,M,223.2667,222.35,51.5,107.02,153.63,208.48
NYC_2011,46.0,46.17,M,223.3833,222.35,49.15,105.07,151.28,208.85
NYC_2011,39.0,39.81,M,225.05,222.35,49.97,103.85,148.03,209.58
NYC_2011,39.0,39.19,M,224.0333,222.3667,50.38,106.98,154.33,210.28
NYC_2011,41.0,41.64,M,254.4333,222.3667,47.8,103.78,153.08,210.2
NYC_2011,29.0,29.42,M,224.6667,222.3667,50.43,108.18,154.97,210.25
NYC_2011,36.0,36.36,F,223.2667,222.3667,51.5,107.0,152.65,208.23
NYC_2011,34.0,34.64,M,223.3333,222.3667,46.92,99.35,145.2,208.22
NYC_2011,28.0,28.51,F,223.3,222.3833,47.17,102.82,150.83,210.0
NYC_2011,33.0,33.2,M,225.45,222.3833,50.43,106.07,153.03,210.15
NYC_2011,44.0,44.52,F,222.3833,222.3833,0.0,0.0,153.52,209.52
NYC_2011,30.0,30.34,F,253.0333,222.3833,50.53,108.2,155.82,210.77
NYC_2011,42.0,42.23,M,225.8,222.4,53.1,108.87,155.87,210.28
NYC_2011,38.0,38.95,M,224.45,222.4,49.42,106.27,153.52,210.82
NYC_2011,51.0,51.64,M,223.25,222.4,48.0,104.95,149.82,209.97
NYC_2011,45.0,45.21,M,224.8167,222.4,51.35,107.07,152.82,209.43
NYC_2011,24.0,24.5,M,222.4167,222.4167,37.07,80.32,132.58,206.48
NYC_2011,48.0,48.64,M,224.7833,222.4167,49.73,103.5,149.32,209.92
NYC_2011,40.0,40.21,F,224.3167,222.4333,51.27,109.82,157.13,210.75
NYC_2011,40.0,40.83,M,224.0333,222.4333,49.5,105.37,151.67,210.27
NYC_2011,45.0,45.98,F,224.3167,222.4333,51.28,109.83,157.15,210.75
NYC_2011,47.0,47.31,F,254.8,222.4333,52.2,110.33,156.3,210.63
NYC_2011,24.0,24.49,F,225.75,222.4333,51.2,107.38,153.82,210.52
NYC_2011,36.0,36.11,M,226.1333,222.45,50.53,106.63,153.25,210.05
NYC_2011,53.0,53.84,M,226.8333,222.45,48.42,102.7,149.22,208.42
NYC_2011,28.0,28.2,M,256.8833,222.4667,53.07,110.53,155.92,210.65
NYC_2011,44.0,44.09,M,253.5,222.4667,49.17,104.05,152.1,210.68
NYC_2011,37.0,37.8,M,222.6833,222.4667,43.68,96.92,143.77,208.42
NYC_2011,55.0,55.84,M,224.4,222.4667,48.75,104.23,150.92,209.48
NYC_2011,49.0,49.91,M,226.4333,222.4667,50.77,107.12,154.88,209.73
NYC_2011,59.0,59.96,M,227.3833,222.4833,51.45,109.3,156.65,210.8
NYC_2011,43.0,43.86,F,223.3167,222.4833,48.22,103.3,149.65,209.3
NYC_2011,43.0,43.21,M,224.3333,222.4833,48.3,103.55,150.07,209.17
NYC_2011,31.0,31.59,M,224.2,222.4833,48.57,103.63,149.67,209.48
NYC_2011,24.0,24.18,M,226.7833,222.5,50.23,108.3,156.92,211.73
NYC_2011,30.0,30.25,F,222.75,222.5,50.38,107.2,154.88,211.08
NYC_2011,52.0,52.27,M,223.5833,222.5,48.77,105.42,152.77,209.57
NYC_2011,38.0,38.96,M,223.3667,222.5,49.52,105.9,153.48,210.3
NYC_2011,45.0,45.51,M,255.6833,222.5,51.95,107.42,153.7,209.98
NYC_2011,48.0,48.99,M,223.1167,222.5,50.15,107.63,156.43,211.72
NYC_2011,40.0,40.12,M,226.8167,222.5167,51.2,106.45,151.98,208.77
NYC_2011,38.0,38.76,M,252.8167,222.5167,44.83,97.87,146.07,208.78
NYC_2011,26.0,26.88,M,256.85,222.5167,56.2,116.57,162.47,212.25
NYC_2011,27.0,27.31,F,255.1167,222.5167,51.48,107.05,153.37,210.12
NYC_2011,66.0,66.63,M,253.7667,222.5167,50.98,109.98,156.92,210.55
NYC_2011,30.0,30.3,M,255.4833,222.5333,51.68,108.98,155.42,210.4
NYC_2011,42.0,42.26,F,224.1833,222.5333,49.33,106.02,155.52,210.52
NYC_2011,41.0,41.13,M,223.0,222.5333,49.68,105.95,153.38,209.97
NYC_2011,40.0,40.86,M,226.2333,222.5333,51.53,107.3,153.38,208.42
NYC_2011,28.0,28.49,M,252.9167,222.5333,49.37,104.83,152.93,211.07
NYC_2011,40.0,40.41,M,226.2167,222.5333,51.53,107.28,153.38,208.4
NYC_2011,36.0,36.49,M,225.6833,222.5333,50.63,106.5,152.17,209.55
NYC_2011,59.0,59.26,M,225.15,222.55,51.35,108.17,155.53,211.23
NYC_2011,51.0,51.62,M,226.8167,222.55,49.93,105.55,150.83,208.2
NYC_2011,42.0,42.87,M,224.4,222.55,50.43,105.97,152.95,209.92
NYC_2011,39.0,39.32,M,227.35,222.55,50.85,107.67,156.02,211.02
NYC_2011,32.0,32.39,F,253.4833,222.55,48.95,104.77,154.43,210.8
NYC_2011,29.0,29.98,M,256.7667,222.55,53.32,111.27,157.4,210.58
NYC_2011,39.0,39.62,F,224.5,222.55,49.42,105.7,153.42,210.0
NYC_2011,27.0,27.3,F,225.45,222.5667,48.3,102.9,149.27,209.85
NYC_2011,42.0,42.36,M,223.6,222.5833,48.83,106.23,154.15,211.02
NYC_2011,34.0,34.05,M,226.3667,222.5833,51.53,108.47,154.35,209.68
NYC_2011,27.0,27.31,F,226.4167,222.5833,52.18,109.78,156.95,210.77
NYC_2011,33.0,33.17,M,223.1667,222.5833,48.38,103.82,150.78,210.23
NYC_2011,28.0,28.08,M,258.35,222.6,52.68,109.37,155.87,210.65
NYC_2011,38.0,38.54,M,223.0833,222.6167,49.95,108.35,156.18,210.98
