Date,CO2 en ppm,,,
1778,278.87,,,
1779,278.96,,,
1780,279.05,,,
1781,279.15,,,
1782,279.24,,,
1783,279.34,,,
1784,279.43,,,
1785,279.53,,,
1786,279.63,,,
1787,279.73,,,
1788,279.83,,,
1789,279.93,,,
1790,280.04,,,
1791,280.14,,,
1792,280.24,,,
1793,280.33,,,
1794,280.42,,,
1795,280.49,,,
1796,280.55,,,
1797,280.62,,,
1798,280.68,,,
1799,280.75,,,
1800,280.83,,,
1801,280.92,,,
1802,280.99,,,
1803,281.07,,,
1804,281.16,,,
1805,281.23,,,
1806,281.32,,,
1807,281.41,,,
1808,281.5,,,
1809,281.57,,,
1810,281.65,,,
1811,281.72,,,
1812,281.79,,,
1813,281.86,,,
1814,281.93,,,
1815,281.99,,,
1816,282.06,,,
1817,282.13,,,
1818,282.2,,,
1819,282.27,,,
1820,282.35,,,
1821,282.41,,,
1822,282.48,,,
1823,282.54,,,
1824,282.62,,,
1825,282.68,,,
1826,282.69,,,
1827,282.69,,,
1828,282.71,,,
1829,282.76,,,
1830,282.82,,,
1831,282.89,,,
1832,282.92,,,
1833,282.97,,,
1834,283.03,,,
1835,283.09,,,
1836,283.15,,,
1837,283.2,,,
1838,283.25,,,
1839,283.31,,,
1840,283.38,,,
1841,283.47,,,
1842,283.53,,,
1843,283.57,,,
1844,283.61,,,
1845,283.72,,,
1846,283.85,,,
1847,283.94,,,
1848,284.07,,,
1849,284.21,,,
1850,284.32,,,
1851,284.45,,,
1852,284.6,,,
1853,284.73,,,
1854,284.85,,,
1855,284.94,,,
1856,285.05,,,
1857,285.2,,,
1858,285.37,,,
1859,285.54,,,
1860,285.74,,,
1861,285.93,,,
1862,286.1,,,
1863,286.27,,,
1864,286.44,,,
1865,286.61,,,
1866,286.78,,,
1867,286.95,,,
1868,287.1,,,
1869,287.22,,,
1870,287.35,,,
1871,287.49,,,
1872,287.66,,,
1873,287.86,,,
1874,288.06,,,
1875,288.29,,,
1876,288.52,,,
1877,288.75,,,
1878,288.99,,,
1879,289.22,,,
1880,289.47,,,
1881,289.74,,,
1882,290.02,,,
1883,290.26,,,
1884,290.51,,,
1885,290.8,,,
1886,291.1,,,
1887,291.41,,,
1888,291.76,,,
1889,292.11,,,
1890,292.46,,,
1891,292.82,,,
1892,293.17,,,
1893,293.48,,,
1894,293.79,,,
1895,294.08,,,
1896,294.36,,,
1897,294.65,,,
1898,294.95,,,
1899,295.3,,,
1900,295.67,,,
1901,296.01,,,
1902,296.32,,,
1903,296.65,,,
1904,296.95,,,
1905,297.29,,,
1906,297.66,,,
1907,298.1,,,
1908,298.52,,,
1909,298.94,,,
1910,299.38,,,
1911,299.83,,,
1912,300.35,,,
1913,300.91,,,
1914,301.42,,,
1915,301.94,,,
1916,302.48,,,
1917,303.01,,,
1918,303.45,,,
1919,303.81,,,
1920,304.25,,,
1921,304.6,,,
1922,304.94,,,
1923,305.27,,,
1924,305.63,,,
1925,305.81,,,
1926,305.95,,,
1927,306.18,,,
1928,306.33,,,
1929,306.49,,,
1930,306.62,,,
1931,306.82,,,
1932,307.09,,,
1933,307.4,,,
1934,307.78,,,
1935,308.23,,,
1936,309.01,,,
1937,309.76,,,
1938,310.29,,,
1939,310.85,,,
1940,311.36,,,
1941,311.81,,,
1942,312.17,,,
1943,312.39,,,
1944,312.41,,,
1945,312.38,,,
1946,312.39,,,
1947,312.49,,,
1948,312.52,,,
1949,312.63,,,
1950,312.82,,,
1951,313.01,,,
1952,313.34,,,
1953,313.73,,,
1954,314.09,,,
1955,314.41,,,
1956,314.7,,,
1957,314.99,,,
1958,315.34,,,
1959,315.81,,,
1960,316.62,,,
1961,317.3,,,
1962,318.04,,,
1963,318.65,,,
1964,319.33,,,
1965,319.82,,,
1966,320.88,,,
1967,321.48,,,
1968,322.39,,,
1969,323.25,,,
1970,324.78,,,
1971,325.4,,,
1972,327.35,,,
1973,329.91,,,
1974,330.76,,,
1975,330.83,,,
1976,331.54,,,
1977,333.35,,,
1978,335.01,,,
1979,336.6,,,
1980,338.7,,,
1981,340.06,,,
1982,340.64,,,
1983,342.27,,,
1984,344.01,,,
1985,345.46,,,
1986,346.9,,,
1987,348.77,,,
1988,351.28,,,
1989,352.89,,,
1990,354.07,,,
1991,355.35,,,
1992,356.23,,,
1993,356.92,,,
1994,358.25,,,
1995,360.24,,,
1996,362,,,
1997,363.25,,,
1998,365.93,,,
1999,367.84,,,
2000,369.12,,,
2001,370.67,,,
2002,372.83,,,
2003,375.41,,,
2004,376.99,,,
2005,378.91,,,
2006,381.01,,,
2007,382.6,,,
2008,384.74,,,
2009,386.28,,,
2010,388.72,,,
2011,390.94,,,
2012,393.02,,,
2013,395.72,,,
2014,397.55,,,
2015,399.47,,,
2016,402.86,,,
2017,405,,,
2018,407.38,,,
